isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0373290640,8,"Wedding Gamble (Harlequin Historical, No. 464)",Julia Justiss,1999.0,Harlequin,http://images.amazon.com/images/P/0373290640.01.LZZZZZZZ.jpg,"The Wedding Gamble by Julia Justiss released on Apr 23, 1999 is
available now for purchase.",en,['Fiction']
0373290675,9,"Bride Of Trouville (Harlequin Historical, No. 467)",Lyn Stone,1999.0,Harlequin,http://images.amazon.com/images/P/0373290675.01.LZZZZZZZ.jpg,"Bride Of Trouville by Lyn Stone released on May 25, 1999 is available
now for purchase.",en,['Fiction']
0373290683,8,"Conor (Harlequin Historical, No. 468)",Ruth Langan,1999.0,Harlequin,http://images.amazon.com/images/P/0373290683.01.LZZZZZZZ.jpg,"Conor by Ruth Langan released on May 25, 1999 is available now for
purchase.",en,['Fiction']
0373290691,9,"Merry Widows--Sarah (The Merry Widows) (Harlequin Historical, No. 469)",Fern Michaels,1999.0,Harlequin,http://images.amazon.com/images/P/0373290691.01.LZZZZZZZ.jpg,"The Merry Widows--Sarah by Theresa Michaels released on May 25, 1999
is available now for purchase.",en,['Fiction']
0373290705,6,"Rancher'S Wife (Harlequin Historical, No. 470)",Lynda Trent,1999.0,Harlequin,http://images.amazon.com/images/P/0373290705.01.LZZZZZZZ.jpg,"The Rancher&#39;s Wife by Lynda Trent released on May 25, 1999 is
available now for purchase.",en,['Fiction']
0373290713,0,"Captive Bride (Harlequin Historical, No. 471)",Susan Spencer Paul,1999.0,Harlequin,http://images.amazon.com/images/P/0373290713.01.LZZZZZZZ.jpg,"The Captive Bride by Susan Spencer Paul released on Jun 24, 1999 is
available now for purchase.",en,['Fiction']
037329073X,0,"Heart Of The Lawman (Harlequin Historical, No. 473)",Linda Castle,1999.0,Harlequin,http://images.amazon.com/images/P/037329073X.01.LZZZZZZZ.jpg,"Heart Of The Lawman by Linda Castle released on Jun 24, 1999 is
available now for purchase.",en,['Fiction']
0373290748,0,"Plum Creek Bride (Harlequin Historical, No. 474)",Lynna Banning,1999.0,Harlequin,http://images.amazon.com/images/P/0373290748.01.LZZZZZZZ.jpg,"Plum Creek Bride by Lynna Banning released on Jun 24, 1999 is
available now for purchase.",en,['Fiction']
0373290764,6,"Lady Of The Knight (Harlequin Historical, No. 476)",Tori Phillips,1999.0,Harlequin,http://images.amazon.com/images/P/0373290764.01.LZZZZZZZ.jpg,"Lady Of The Knight by Tori Phillips released on Jul 23, 1999 is
available now for purchase.",en,['Fiction']
0373290780,7,"Surrogate Wife (Harlequin Historical, No. 478)",Barbara Leigh,1999.0,Harlequin,http://images.amazon.com/images/P/0373290780.01.LZZZZZZZ.jpg,"The Surrogate Wife by Barbara Leigh released on Jul 23, 1999 is
available now for purchase.",en,['Fiction']
0373290799,7,"Strathmere'S Bride (Harlequin Historical, No. 479)",Jacqueline Navin,1999.0,Harlequin,http://images.amazon.com/images/P/0373290799.01.LZZZZZZZ.jpg,"Strathmere&#39;s Bride by Jacqueline Navin released on Aug 25, 1999 is
available now for purchase.",en,['Fiction']
0373290802,6,"Briana (Harlequin Historical, No. 480)",Ruth Langan,1999.0,Harlequin,http://images.amazon.com/images/P/0373290802.01.LZZZZZZZ.jpg,"Briana by Ruth Langan released on Aug 25, 1999 is available now for
purchase.",en,['Fiction']
0373290810,7,"Doctor'S Wife (Harlequin Historical, No. 481)",Cheryl St. John,1999.0,Harlequin,http://images.amazon.com/images/P/0373290810.01.LZZZZZZZ.jpg,"The Doctor&#39;s Wife by Cheryl St.John released on Aug 25, 1999 is
available now for purchase.",en,['Fiction']
0373290829,0,"Branded Hearts (Harlequin Historical, No. 482)",Diana Hall,1999.0,Harlequin,http://images.amazon.com/images/P/0373290829.01.LZZZZZZZ.jpg,"Branded Hearts by Diana Hall released on Aug 25, 1999 is available now
for purchase.",en,['Fiction']
0373290837,10,Lady Sarah's Son (Harlequin Historicals #483),Jim Wilson,1999.0,Harlequin,http://images.amazon.com/images/P/0373290837.01.LZZZZZZZ.jpg,"Lady Sarah&#39;s Son by Gayle Wilson released on Sep 24, 1999 is
available now for purchase.",en,['Fiction']
0373290845,0,"Hidden Heart (Harlequin Historicals, No. 484)",Sharon Schulze,1999.0,Harlequin,http://images.amazon.com/images/P/0373290845.01.LZZZZZZZ.jpg,"The Hidden Heart by Sharon Schulze released on Sep 24, 1999 is
available now for purchase.",en,['Fiction']
0373290853,0,"Cooper'S Wife (Harlequin Historicals, No. 485)",Jillian Hart,1999.0,Harlequin,http://images.amazon.com/images/P/0373290853.01.LZZZZZZZ.jpg,"Cooper&#39;s Wife by Jillian Hart released on Sep 24, 1999 is
available now for purchase.",en,['Fiction']
037329087X,10,"One Christmas Night (Harlequin Historical, No. 487)",Ruth Langan,1999.0,Harlequin,http://images.amazon.com/images/P/037329087X.01.LZZZZZZZ.jpg,"One Christmas Night by Ruth Langan\Jacqueline Navin\Lyn Stone released
on Oct 25, 1999 is available now for purchase.",en,['Fiction']
0373290888,9,"A Gentleman of Substance (Harlequin Historical Series, No. 488)",Deborah Hale,1999.0,Harlequin,http://images.amazon.com/images/P/0373290888.01.LZZZZZZZ.jpg,"A Gentleman Of Substance by Deborah Hale released on Oct 25, 1999 is
available now for purchase.",en,['Fiction']
037329090X,5,"Heart And Home (Harlequin Historical, No. 490)",James E. Austin,1999.0,Harlequin,http://images.amazon.com/images/P/037329090X.01.LZZZZZZZ.jpg,"Heart And Home by Cassandra Austin released on Oct 25, 1999 is
available now for purchase.",en,['Fiction']
0373290918,5,"The Champion : Knights of the Black Rose Series (Harlequin Historicals, 491)",Suzanne Barclay,1999.0,Harlequin,http://images.amazon.com/images/P/0373290918.01.LZZZZZZZ.jpg,"The Champion by Suzanne Barclay released on Nov 24, 1999 is available
now for purchase.",en,['Fiction']
0373290926,8,"Shawnee Bride (Harlequin Historicals, 492)",Elizabeth Lane,1999.0,Harlequin,http://images.amazon.com/images/P/0373290926.01.LZZZZZZZ.jpg,"Shawnee Bride by Elizabeth Lane released on Nov 24, 1999 is available
now for purchase.",en,['Fiction']
0373290934,0,"By Queen'S Grace (Harlequin Historicals, 493)",Shari Anton,1999.0,Harlequin,http://images.amazon.com/images/P/0373290934.01.LZZZZZZZ.jpg,"By Queen&#39;s Grace by Shari Anton released on Nov 24, 1999 is
available now for purchase.",en,['Fiction']
0373290969,7,"Bachelor Tax (Harlequin Historical, No. 496)",Carolyn Davidson,2000.0,Harlequin,http://images.amazon.com/images/P/0373290969.01.LZZZZZZZ.jpg,"The Bachelor Tax by Carolyn Davidson released on Dec 24, 1999 is
available now for purchase.",en,['Fiction']
0373290977,0,"My Lady Reluctant (Harlequin Historical, No. 497)",Laurie Grant,2000.0,Harlequin,http://images.amazon.com/images/P/0373290977.01.LZZZZZZZ.jpg,"My Lady Reluctant by Laurie Grant released on Dec 24, 1999 is
available now for purchase.",en,['Fiction']
0373290985,8,"Outlaw'S Bride (Harlequin Historical, No. 498)",Liz Ireland,2000.0,Harlequin,http://images.amazon.com/images/P/0373290985.01.LZZZZZZZ.jpg,"The Outlaw&#39;s Bride by Liz Ireland released on Dec 24, 1999 is
available now for purchase.",en,['Fiction']
0373290993,0,"Rogue (Knights Of The Black Rose) (Historical, 499)",Ana Seymour,2000.0,Harlequin,http://images.amazon.com/images/P/0373290993.01.LZZZZZZZ.jpg,"The Rogue by Ana Seymour released on Jan 25, 2000 is available now for
purchase.",en,['Fiction']
0373291000,0,"Written In The Heart (Historical, 500)",Judith Stacy,2000.0,Harlequin,http://images.amazon.com/images/P/0373291000.01.LZZZZZZZ.jpg,"Written In The Heart by Judith Stacy released on Jan 25, 2000 is
available now for purchase.",en,['Fiction']
0373291019,10,"Angel Of The Knight (Historical, 501)",Diana Hall,2000.0,Harlequin,http://images.amazon.com/images/P/0373291019.01.LZZZZZZZ.jpg,"Angel Of The Knight by Diana Hall released on Jan 25, 2000 is
available now for purchase.",en,['Fiction']
0373291027,8,"Bride For Mccain (Historical, 502)",Sabrina Burton,2000.0,Harlequin,http://images.amazon.com/images/P/0373291027.01.LZZZZZZZ.jpg,"A Bride For McCain by Mary Burton released on Jan 25, 2000 is
available now for purchase.",en,['Fiction']
0373291035,7,"The Bonny Bride (Harlequin Historical Series, No. 503)",Deborah Hale,2000.0,Harlequin,http://images.amazon.com/images/P/0373291035.01.LZZZZZZZ.jpg,"The Bonny Bride by Deborah Hale released on Feb 23, 2000 is available
now for purchase.",en,['Mail order brides']
0373291043,0,"Warrior'S Kiss (Historical, 504)",Molly Moore,2000.0,Harlequin,http://images.amazon.com/images/P/0373291043.01.LZZZZZZZ.jpg,"A Warrior&#39;s Kiss by Margaret Moore released on Feb 23, 2000 is
available now for purchase.",en,['Historical romance']
037329106X,8,"Virgin Spring (Historical, 506)",Debra Lee Brown,2000.0,Harlequin,http://images.amazon.com/images/P/037329106X.01.LZZZZZZZ.jpg,"The Virgin Spring by Debra Lee Brown released on Feb 23, 2000 is
available now for purchase.",en,['Amnesia']
0373291078,0,Conqueror (Knights Of The Black Rose) (Knights of the Black Rose),Shari Anton,2000.0,Harlequin,http://images.amazon.com/images/P/0373291078.01.LZZZZZZZ.jpg,"The Conqueror by Shari Anton released on Mar 24, 2000 is available now
for purchase.",en,['Fiction']
0373291086,10,Marrying Man (Harlequin Historical),Millie Criswell,2000.0,Harlequin,http://images.amazon.com/images/P/0373291086.01.LZZZZZZZ.jpg,"The Marrying Man by Millie Criswell released on Mar 24, 2000 is
available now for purchase.",en,['Fiction']
0373291108,9,Lady Of The Keep (Harlequin Historical),Sharon Schulze,2000.0,Harlequin,http://images.amazon.com/images/P/0373291108.01.LZZZZZZZ.jpg,"Lady Of The Keep by Sharon Schulze released on Mar 24, 2000 is
available now for purchase.",en,['Fiction']
0373291116,0,"My Lady'S Choice (Historical, 511)",Lyn Stone,2000.0,Harlequin,http://images.amazon.com/images/P/0373291116.01.LZZZZZZZ.jpg,"My Lady&#39;s Choice by Lyn Stone released on Apr 24, 2000 is
available now for purchase.",en,['Fiction']
0373291124,0,"Captive Heart (Historical, 512)",Cheryl Reavis,2000.0,Harlequin,http://images.amazon.com/images/P/0373291124.01.LZZZZZZZ.jpg,"The Captive Heart by Cheryl Reavis released on Apr 24, 2000 is
available now for purchase.",en,['Fiction']
0373291140,0,"Bride Of Spring (Seasons' Brides) (Historical, 514)",Catherine Archer,2000.0,Harlequin,http://images.amazon.com/images/P/0373291140.01.LZZZZZZZ.jpg,"The Bride Of Spring by Catherine Archer released on Apr 24, 2000 is
available now for purchase.",en,['Fiction']
0373291167,0,My Lady's Dare (Harlequin Historical #516),Jim Wilson,2000.0,Harlequin,http://images.amazon.com/images/P/0373291167.01.LZZZZZZZ.jpg,"My Lady&#39;s Dare by Gayle Wilson released on May 25, 2000 is
available now for purchase.",en,['Fiction']
0373291175,0,"Bandera'S Bride (Historicals, 517)",Mary McBride,2000.0,Harlequin,http://images.amazon.com/images/P/0373291175.01.LZZZZZZZ.jpg,"Bandera&#39;s Bride by Mary McBride released on May 25, 2000 is
available now for purchase.",en,['Fiction']
0373291183,8,Molly'S Hero (Harlequin Historical),Susan Amarillas,2000.0,Harlequin,http://images.amazon.com/images/P/0373291183.01.LZZZZZZZ.jpg,"Molly&#39;s Hero by Susan Amarillas released on May 25, 2000 is
available now for purchase.",en,['Fiction']
0373291205,9,"Lady Of Lyonsbridge (Historical, 529)",Ana Seymour,2000.0,Harlequin,http://images.amazon.com/images/P/0373291205.01.LZZZZZZZ.jpg,"Lady Of Lyonsbridge by Ana Seymour released on Jun 23, 2000 is
available now for purchase.",en,['Fiction']
0373291221,10,"Jake'S Angel (Historical, 522)",Lee Foster,2000.0,Harlequin,http://images.amazon.com/images/P/0373291221.01.LZZZZZZZ.jpg,"Jake&#39;s Angel by Nicole Foster released on Jun 23, 2000 is
available now for purchase.",en,['Fiction']
037329123X,7,"Sea Witch (The Sirens Of The Sea) (Historical, 523)",Ruth Langan,2000.0,Harlequin,http://images.amazon.com/images/P/037329123X.01.LZZZZZZZ.jpg,"The Sea Witch by Ruth Langan released on Jul 25, 2000 is available now
for purchase.",en,['Fiction']
0373291248,10,"The Paper Marriage (Harlequin Historical, 524)",Bronwyn Williams,2000.0,Harlequin,http://images.amazon.com/images/P/0373291248.01.LZZZZZZZ.jpg,"The Paper Marriage by Bronwyn Williams released on Jul 25, 2000 is
available now for purchase.",en,['Fiction']
0373291256,7,"Prince Of Hearts (Historical, 525)",Katy Cooper,2000.0,Harlequin,http://images.amazon.com/images/P/0373291256.01.LZZZZZZZ.jpg,"Prince Of Hearts by Katy Cooper released on Jul 25, 2000 is available
now for purchase.",en,['Fiction']
0373291264,10,Prairie Bride (Historical 526),Julianne Maclean,2000.0,Harlequin,http://images.amazon.com/images/P/0373291264.01.LZZZZZZZ.jpg,"Prairie Bride by Julianne MacLean released on Jul 25, 2000 is
available now for purchase.",en,['Fiction']
0373291272,10,Halloween Knight (The Cavendish Chronicles) (Historical),Tori Phillips,2000.0,Harlequin,http://images.amazon.com/images/P/0373291272.01.LZZZZZZZ.jpg,"Halloween Knight by Tori Phillips released on Aug 25, 2000 is
available now for purchase.",en,['Fiction']
0373291280,0,Duke'S Desire (Historical),Margaret Moore,2000.0,Harlequin,http://images.amazon.com/images/P/0373291280.01.LZZZZZZZ.jpg,"The Duke&#39;s Desire by Margaret Moore released on Aug 25, 2000 is
available now for purchase.",en,['Fiction']
0373291299,0,Dryden'S Bride (Historical),Margo Maguire,2000.0,Harlequin,http://images.amazon.com/images/P/0373291299.01.LZZZZZZZ.jpg,"Dryden&#39;s Bride by Margo Maguire released on Aug 25, 2000 is
available now for purchase.",en,['Fiction']
0373291302,10,Trouble In Paradise (Historical),Liz Ireland,2000.0,Harlequin,http://images.amazon.com/images/P/0373291302.01.LZZZZZZZ.jpg,"Trouble In Paradise by Liz Ireland released on Aug 25, 2000 is
available now for purchase.",en,['Fiction']
0373291310,5,One Christmas Wish (Historical),Carolyn Davidson,2000.0,Harlequin,http://images.amazon.com/images/P/0373291310.01.LZZZZZZZ.jpg,"One Christmas Wish by Carolyn Davidson\Judith Stacy\Theresa Michaels
released on Sep 22, 2000 is available now for purchase.",en,['Fiction']
0373291329,10,Scandalous Proposal (Historical),Julia Justiss,2000.0,Harlequin,http://images.amazon.com/images/P/0373291329.01.LZZZZZZZ.jpg,"A Scandalous Proposal by Julia Justiss released on Sep 22, 2000 is
available now for purchase.",en,['Fiction']
0373291337,8,My Lord De Burgh (Historical),Deborah Simmons,2000.0,Harlequin,http://images.amazon.com/images/P/0373291337.01.LZZZZZZZ.jpg,"My Lord De Burgh by Deborah Simmons released on Sep 22, 2000 is
available now for purchase.",en,['Fiction']
0373291345,0,Reluctant Tutor (Historical),Paula Hampton,2000.0,Harlequin,http://images.amazon.com/images/P/0373291345.01.LZZZZZZZ.jpg,"The Reluctant Tutor by Paula Hampton released on Sep 22, 2000 is
available now for purchase.",en,['Fiction']
0373291361,0,Silk And Steel (Historical),Theresa Michaels,2000.0,Harlequin,http://images.amazon.com/images/P/0373291361.01.LZZZZZZZ.jpg,"Silk And Steel by Theresa Michaels released on Oct 25, 2000 is
available now for purchase.",en,['Fiction']
037329137X,0,Law And Miss Hardisson (Harlequin Historical),Lynna Banning,2000.0,Harlequin,http://images.amazon.com/images/P/037329137X.01.LZZZZZZZ.jpg,"The Law And Miss Hardisson by Lynna Banning released on Oct 25, 2000
is available now for purchase.",en,['Fiction']
037329140X,9,"Maid Of Midnight (Harlequin Historical Series, No 540)",Ana Seymour,2000.0,Harlequin,http://images.amazon.com/images/P/037329140X.01.LZZZZZZZ.jpg,"Maid Of Midnight by Ana Seymour released on Nov 24, 2000 is available
now for purchase.",en,['Fiction']
0373291418,10,"Last Bride In Texas (Harlequin Historical Series, No. 541)",Judith Stacy,2000.0,Harlequin,http://images.amazon.com/images/P/0373291418.01.LZZZZZZZ.jpg,"The Last Bride In Texas by Judith Stacy released on Nov 24, 2000 is
available now for purchase.",en,['Fiction']
0373291426,5,"Protecting Jennie (Harlequin Historical Series, No 542)",Judy Collins,2000.0,Harlequin,http://images.amazon.com/images/P/0373291426.01.LZZZZZZZ.jpg,"Protecting Jennie by Ann Collins released on Nov 24, 2000 is available
now for purchase.",en,['Fiction']
0373291442,0,"Summer'S Bride (American Historical Series, No 544)",Catherine Archer,2001.0,Harlequin,http://images.amazon.com/images/P/0373291442.01.LZZZZZZZ.jpg,"Summer&#39;s Bride by Catherine Archer released on Dec 25, 2000 is
available now for purchase.",en,['Fiction']
0373291450,4,"Sea Nymph (Sirens Of The Sea) (American Historical Series, No 545)",Ruth Langan,2001.0,Harlequin,http://images.amazon.com/images/P/0373291450.01.LZZZZZZZ.jpg,"The Sea Nymph by Ruth Langan released on Dec 25, 2000 is available now
for purchase.",en,['Fiction']
0373291477,0,Knave Of Hearts (Harlequin Historical),Shari Anton,2001.0,Harlequin,http://images.amazon.com/images/P/0373291477.01.LZZZZZZZ.jpg,"Knave Of Hearts by Shari Anton released on Jan 25, 2001 is available
now for purchase.",en,['Fiction']
0373291485,10,"Sweet Annie (Harlequin Historical, 548)",Cheryl St. John,2001.0,Harlequin,http://images.amazon.com/images/P/0373291485.01.LZZZZZZZ.jpg,"Sweet Annie by Cheryl St.John released on Jan 25, 2001 is available
now for purchase.",en,['Fiction']
0373291493,4,Ice Maiden (Harlequin Historical),Debra Brown,2001.0,Harlequin,http://images.amazon.com/images/P/0373291493.01.LZZZZZZZ.jpg,"Ice Maiden by Debra Lee Brown released on Jan 25, 2001 is available
now for purchase.",en,['Fiction']
0373291515,7,"Highland Wife (Harlequin Historical Series, No 551)",Lyn Stone,2001.0,Harlequin,http://images.amazon.com/images/P/0373291515.01.LZZZZZZZ.jpg,"The Highland Wife by Lyn Stone released on Feb 22, 2001 is available
now for purchase.",en,['Fiction']
0373291523,7,"Anne'S Perfect Husband (The Sinclair Brides) (Harlequin Historical Series, No 552)",Gayle Wilson,2001.0,Harlequin,http://images.amazon.com/images/P/0373291523.01.LZZZZZZZ.jpg,"Anne&#39;s Perfect Husband by Gayle Wilson released on Feb 22, 2001 is
available now for purchase.",en,['Fiction']
0373291531,9,"Longshadow'S Woman (Harlequin Historical Series, No 553)",Bronwyn Williams,2001.0,Harlequin,http://images.amazon.com/images/P/0373291531.01.LZZZZZZZ.jpg,"Longshadow&#39;s Woman by Bronwyn Williams released on Feb 22, 2001 is
available now for purchase.",en,['Fiction']
037329154X,0,"Lily Gets Her Man (Harlequin Historical Series, No 554)",Charlene Sands,2001.0,Harlequin,http://images.amazon.com/images/P/037329154X.01.LZZZZZZZ.jpg,"Lily Gets Her Man by Charlene Sands released on Feb 22, 2001 is
available now for purchase.",en,['Fiction']
0373291558,9,"One Knight In Venice (Harlequin Historical Series, No 555)",Tori Phillips,2001.0,Harlequin,http://images.amazon.com/images/P/0373291558.01.LZZZZZZZ.jpg,"One Knight In Venice by Tori Phillips released on Mar 23, 2001 is
available now for purchase.",en,['Fiction']
0373291574,10,"Gallant Waif (Harlequin Historical Series, No 557)",Anne Gracie,2001.0,Harlequin,http://images.amazon.com/images/P/0373291574.01.LZZZZZZZ.jpg,"Gallant Waif by Anne Gracie released on Mar 23, 2001 is available now
for purchase.",en,['Fiction']
0373291590,8,"Overlord'S Bride (The Warrior Series) (Harlequin Historical Series, No 559)",Margaret Moore,2001.0,Harlequin,http://images.amazon.com/images/P/0373291590.01.LZZZZZZZ.jpg,"The Overlord&#39;s Bride by Margaret Moore released on Apr 24, 2001 is
available now for purchase.",en,['Fiction']
0373291604,0,"Cimarron Rose (Harlequin Historical Series, No 560)",Nicole Foster,2001.0,Harlequin,http://images.amazon.com/images/P/0373291604.01.LZZZZZZZ.jpg,"Cimarron Rose by Nicole Foster released on Apr 24, 2001 is available
now for purchase.",en,['Fiction']
0373291639,10,"The Wedding Wager (Harlequin Historical Series, No. 563)",Deborah Hale,2001.0,Harlequin,http://images.amazon.com/images/P/0373291639.01.LZZZZZZZ.jpg,"The Wedding Wager by Deborah Hale released on May 25, 2001 is
available now for purchase.",en,['Fiction']
0373291655,9,"Sea Sprite (Sirens Of The Sea) (Harlequin Historical Series, No 565)",Ruth Langan,2001.0,Harlequin,http://images.amazon.com/images/P/0373291655.01.LZZZZZZZ.jpg,"The Sea Sprite by Ruth Langan released on May 25, 2001 is available
now for purchase.",en,['Fiction']
0373291663,8,"Virtuous Cyprian (Harlequin Historical Series, No 566)",Nicola Cornick,2001.0,Harlequin,http://images.amazon.com/images/P/0373291663.01.LZZZZZZZ.jpg,"The Virtuous Cyprian by Nicola Cornick released on May 25, 2001 is
available now for purchase.",en,['Fiction']
037329168X,7,Magic And Mist (Historical),Fern Michaels,2001.0,Harlequin,http://images.amazon.com/images/P/037329168X.01.LZZZZZZZ.jpg,"Magic And Mist by Theresa Michaels released on Jun 22, 2001 is
available now for purchase.",en,['Fiction']
0373291701,8,"Colorado Bride (Harlequin Historical Series, No. 570)",Mary Burton,2001.0,Harlequin,http://images.amazon.com/images/P/0373291701.01.LZZZZZZZ.jpg,"The Colorado Bride by Mary Burton released on Jun 22, 2001 is
available now for purchase.",en,['Fiction']
037329171X,10,"Widow'S Little Secret (Harlequin Historical Series, No. 571)",Judith Stacy,2001.0,Harlequin,http://images.amazon.com/images/P/037329171X.01.LZZZZZZZ.jpg,"The Widow&#39;s Little Secret by Judith Stacy released on Jul 25, 2001
is available now for purchase.",en,['Fiction']
0373291736,0,"Lawman Takes A Wife (Harlequin Historical Series, No. 573)",Anne Avery,2001.0,Harlequin,http://images.amazon.com/images/P/0373291736.01.LZZZZZZZ.jpg,"Big And Tall - And Bashful Sheriff DeWitt Gavin was quite an
assortment of surprises to merchant Molly Calhan.",en,['Fiction']
0373291744,8,"Lady Polly (Harlequin Historical Series, No. 574)",Nicola Cornick,2001.0,Harlequin,http://images.amazon.com/images/P/0373291744.01.LZZZZZZZ.jpg,"Lady Polly by Nicola Cornick released on Jul 25, 2001 is available now
for purchase.",en,['Fiction']
0373291787,9,"Sleeping Beauty (Harlequin Historical Series, No. 578)",Jacqueline Navin,2001.0,Harlequin,http://images.amazon.com/images/P/0373291787.01.LZZZZZZZ.jpg,"The Sleeping Beauty by Jacqueline Navin released on Aug 24, 2001 is
available now for purchase.",en,['Fiction']
0373291795,8,"Western Family Christmas (Harlequin Historical Series, No. 579)",Mary McBride,2001.0,Harlequin,http://images.amazon.com/images/P/0373291795.01.LZZZZZZZ.jpg,"A Western Family Christmas by Millie Criswell\Mary McBride\Liz Ireland
released on Sep 24, 2001 is available now for purchase.",en,['Fiction']
0373291809,0,"Ironheart (Harlequin Historical Series, No. 580)",Emily French,2001.0,Harlequin,http://images.amazon.com/images/P/0373291809.01.LZZZZZZZ.jpg,"Ironheart by Emily French released on Sep 24, 2001 is available now
for purchase.",en,['Fiction']
0373291817,0,"Whitefeather'S Woman (Harlequin Historical Series, No. 581)",Deborah Hale,2001.0,Harlequin,http://images.amazon.com/images/P/0373291817.01.LZZZZZZZ.jpg,"Whitefeather&#39;s Woman by Deborah Hale released on Sep 24, 2001 is
available now for purchase.",en,['Fiction']
0373291825,4,"Autumn'S Bride (Harlequin Historical Series, No. 582)",Catherine Archer,2001.0,Harlequin,http://images.amazon.com/images/P/0373291825.01.LZZZZZZZ.jpg,"Autumn&#39;s Bride by Catherine Archer released on Sep 24, 2001 is
available now for purchase.",en,['Fiction']
0373291833,7,"'Tis The Season (Harlequin Historical Series, No. 583)",Susan Spencer Paul,2001.0,Harlequin,http://images.amazon.com/images/P/0373291833.01.LZZZZZZZ.jpg,"&#39;Tis The Season by Susan Spencer Paul\Shari Anton\Tori Phillips
released on Oct 25, 2001 is available now for purchase.",en,['Fiction']
0373291841,0,"My Lady De Burgh (Harlequin Historical Series, No. 584)",Deborah Simmons,2001.0,Harlequin,http://images.amazon.com/images/P/0373291841.01.LZZZZZZZ.jpg,"My Lady De Burgh by Deborah Simmons released on Oct 25, 2001 is
available now for purchase.",en,['Fiction']
