isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0679836136,0,The Berenstain Bears and the New Girl in Town (Berenstain Bears Big Chapter Books),STAN BERENSTAIN,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679836136.01.LZZZZZZZ.jpg,"When Brother Bear falls in love with Bonnie Brown, an old family feud
threatens to spoil their romance. Simultaneous.",en,['Juvenile Fiction']
0679836454,0,What Happened in Hamelin,Gloria Skurzynski,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679836454.01.LZZZZZZZ.jpg,"A novel of the Pied Piper legend told from the standpoint of a
14-year-old baker&#39;s assistant who dreams of freedom from his harsh
medieval life and of a new life with the piper.",en,['Middle Ages']
0679836713,0,The Berenstain Bears and Too Much Pressure (First Time Books),STAN BERENSTAIN,1992.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679836713.01.LZZZZZZZ.jpg,"Members of the Bear family commit themselves to so many time-consuming
activities that the resulting stress brings on a crisis and makes them
admit that there are only so many hours in a day.",en,['Juvenile Fiction']
0679837140,7,Dear Mr. Sprouts,Errol Broome,1993.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679837140.01.LZZZZZZZ.jpg,"As Freddie&#39;s seeds grow in the Australian bush, so does his
friendship with a secretive pen pal.",en,['Australia']
0679838678,0,Throw a Hungry Loop,Dona Schenker,1992.0,Random House Childrens Books,http://images.amazon.com/images/P/0679838678.01.LZZZZZZZ.jpg,"A thirteen-year-old with a talent for throwing loops and who lives on
a ranch with his father and grandfather yearns for a roping horse.",en,['Fathers']
0679838775,0,Wave Hello to Thomas! (Lift-and-Peek-a-Board Book),W. Awdry,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679838775.01.LZZZZZZZ.jpg,"Flaps lift to reveal Sir Topham Hatt, animals in a barn, a boat going
under a drawbridge, and a herd of goats",en,['Juvenile Fiction']
0679838783,0,"The Curse of the Cobweb Queen: An Otto & Uncle Tooth Adventure (Step into Reading, Step 3)",GEOFFREY HAYES,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679838783.01.LZZZZZZZ.jpg,"Cousin Olivia proves to be very helpful when Otto and Uncle Tooth, a
famous detective, attempt to retrieve a stolen black pearl from a
wicked witch.",en,['Juvenile Fiction']
0679838953,0,James in a Mess and Other Thomas the Tank Engine Stories (A Random House Pictureback),W. REV AWDRY,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679838953.01.LZZZZZZZ.jpg,"Sir Topham Hatt&#39;s railroad engines, Harold the helicopter, and
Bertie the bus learn about good manners and hard work.",en,['Juvenile Fiction']
0679839240,0,Amazing Animal Babies (Eyewitness Juniors),Christopher Maynard,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/0679839240.01.LZZZZZZZ.jpg,"Introduces a variety of baby animals, discussing how they learn, feed,
grow, and survive.",en,['Juvenile Nonfiction']
0679839801,7,"True-Life Treasure Hunts (Step-Into-Reading, Step 5)",JUDY DONNELLY,2003.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679839801.01.LZZZZZZZ.jpg,"Presents fascinating, easy-to-read accounts of real-life searches for
hidden treasure and the incredible discoveries of treasure hunters.",en,['Juvenile Nonfiction']
0679839984,0,Wild Iris Bloom,Mavis Jukes,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/0679839984.01.LZZZZZZZ.jpg,"In this sequel to Getting Even, after Iris Bloom nearly is assaulted
by a shoe-store clerk, she realizes that perhaps independence is not
as fun as it seemed. By the author of Blackberries in the Dark.
Reprint.",en,['Babysitters']
0679840338,5,The Berenstain Bears and the Red-Handed Thief (Berenstain Bears Big Chapter Books),STAN BERENSTAIN,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679840338.01.LZZZZZZZ.jpg,"Mr. Dweebish, the new teacher at the Bear Country School, tries to
explain to the class bully how democracy works.",en,['Juvenile Fiction']
0679840354,0,Berenstain Bears Accept No Substitutes (A Chapter Books),Stan Berenstain,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679840354.01.LZZZZZZZ.jpg,"When a new substitute teacher comes to Bear Country School, the cubs
learn that appearances can be deceiving.",en,['Juvenile Fiction']
0679841571,10,Haveli,Suzanne Fisher Staples,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/0679841571.01.LZZZZZZZ.jpg,"Having relented to the ways of her people in Pakistan and married the
rich older man to whom she was pledged against her will, Shabanu is
now the victim of his family&#39;s blood feud and the malice of his
other wives.",en,['Juvenile Fiction']
067984161X,0,"Plants (Young World, No 6)",Fabienne Fustec,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/067984161X.01.LZZZZZZZ.jpg,"An introduction to the variety of plants that grow in different
habitats around the world and the importance of plants in our lives.",en,['Juvenile Nonfiction']
0679841938,0,The Mummy Awakes (Bullseye Chillers),Megan Stine,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679841938.01.LZZZZZZZ.jpg,"Eleven-year-old Ross accidentally awakens the mummy of a murdered
Egyptian boy and finds that the mummy wants to murder him.",en,['Juvenile Fiction']
0679843361,10,The People Could Fly: American Black Folktales,Virginia Hamilton,1993.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679843361.01.LZZZZZZZ.jpg,"Retold Afro-American folktales of animals, fantasy, the supernatural,
and desire for freedom, born of the sorrow of the slaves, but passed
on in hope.",en,['African Americans']
0679843450,5,A Small Tall Tale from the Far Far North,Peter Sis,1993.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679843450.01.LZZZZZZZ.jpg,"With the help of Eskimos, Jan Welzl survives a perilous journey from
central Europe to the Arctic regions in the late 1800s.",en,['Arctic regions']
0679843655,10,"Thomas and the School Trip (Step-Into-Reading, Step 2)",W. REV AWDRY,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679843655.01.LZZZZZZZ.jpg,"Attempting to hurry through his work so that he can give some school
children a ride, Thomas the Tank Engine must overcome a series of
obstacles.",en,['Easy reading materials']
0679844074,10,"Junie B. Jones and Her Big Fat Mouth (Junie B. Jones 3, paper)",Barbara Park,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679844074.01.LZZZZZZZ.jpg,"When her kindergarten class has Job Day, Junie B. goes through much
confusion and excitement before deciding on the &quot;bestest&quot;
job of all.",en,['Juvenile Fiction']
0679844376,0,"Dolphins! (Step-Into-Reading, Step 3)",SHARON BOKOSKE,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679844376.01.LZZZZZZZ.jpg,"Provides a fact-filled, easy-to-read introduction to the world of
these friendly and intelligent sea mammals.",en,['Juvenile Nonfiction']
0679846964,0,Wacky Jacks: A Houdini Club Magic Mystery (First Stepping Stone Books),David A. Adler,1994.0,Random House Childrens Books,http://images.amazon.com/images/P/0679846964.01.LZZZZZZZ.jpg,"Janet and her cousin Herman &quot;Houdini&quot; Foster investigate the
mystery of their pet gerbil&#39;s disappearance from their classroom.",en,['Juvenile Fiction']
0679847022,0,"Tooter Pepperday (Stepping Stone,  paper)",JERRY SPINELLI,2004.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679847022.01.LZZZZZZZ.jpg,"Hating to leave her familiar surroundings, Tooter resorts to sabotage
when her family moves from their suburban home to Aunt Sally&#39;s
farm.",en,['Juvenile Fiction']
0679847391,0,Not the Monster! (Sesame Street Babies Board Books),Anna Ross,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679847391.01.LZZZZZZZ.jpg,"Cookie Monster and his friends demonstrate what they like and he
doesn&#39;t",en,['Juvenile Fiction']
0679847413,0,Rubber Duckies Don't Say Quack! (Sesame Street Babies Board Book),Anna Ross,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679847413.01.LZZZZZZZ.jpg,"All the animals make their characteristic noises, but Rubber Duckie
doesn&#39;t make a sound",en,['Juvenile Fiction']
067984743X,0,"Jellybean Principal (Step into Reading, Step 3, paper)",Catherine McMorrow,1994.0,Random House Children's Books,http://images.amazon.com/images/P/067984743X.01.LZZZZZZZ.jpg,"Jim, Ellen, and Judy see their friendship threatened when their
uncontrollable fighting in school gets them in trouble with the
principal.",en,['Juvenile Fiction']
0679847456,0,Los Osos Berenstain y Demasiada Fiesta (A First Time Book),STAN BERENSTAIN,1993.0,Random House Para Ninos,http://images.amazon.com/images/P/0679847456.01.LZZZZZZZ.jpg,"Sister Bear is distressed that things don&#39;t go quite right at her
birthday party.",en,['Juvenile Fiction']
0679847510,10,The Secret Garden (Bullseye Step Into Classics),James Howe,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679847510.01.LZZZZZZZ.jpg,"The story of an unhappy little girl, her invalid cousin, and the
healing power of friendship and love.",en,['Juvenile Fiction']
0679847588,0,The Soul of the Silver Dog,Lynn Hall,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679847588.01.LZZZZZZZ.jpg,"Pained by the death of her younger sister, fourteen-year-old Cory
finds solace in Sterling, a now-blind champion show dog, and as she
works to restore some of his glory, she also restores her peace of
mind. Reprint.",en,['Dog shows']
0679847596,10,Ballet Shoes,NOEL STREATFEILD,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679847596.01.LZZZZZZZ.jpg,"In a classic children&#39;s story, three unsinkable orphans, believing
that they are destined for greatness, set out to make their marks in
the world of show business.",en,['Juvenile Fiction']
0679847618,0,Head for the Hills!: The Amazing True Story of the Johnstown Flood (Read It to Believe It!),Paul Robert Walker,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679847618.01.LZZZZZZZ.jpg,"Recounts the famous Johnstown flood of 1889, which literally tore the
clothes off people&#39;s backs, and explains why it happened and how
it could have been prevented. Original.",en,['Juvenile Nonfiction']
0679848045,0,Toliver's Secret,ESTHER WOOD BRADY,1993.0,Yearling,http://images.amazon.com/images/P/0679848045.01.LZZZZZZZ.jpg,"During the Revolutionary War, a ten-year-old girl crosses enemy lines
to deliver a loaf of bread containing a message for the patriots.",en,['Juvenile Fiction']
0679848053,9,The Berenstain Bears and the Bully (First Time Books),STAN BERENSTAIN,1993.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679848053.01.LZZZZZZZ.jpg,"When she takes a beating from the class bully, Sister Bear learns a
valuable lesson in self-defense--and forgiveness.",en,['Juvenile Fiction']
0679849777,9,"Abe Lincoln's Hat (Step into Reading, Step 3)",Martha Brenner,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679849777.01.LZZZZZZZ.jpg,"Because of his absentmindedness, Abraham Lincoln begins to carry
important things--letters, legal documents, his checkbook--in his
trademark top hat. Simultaneous.",en,['Juvenile Nonfiction']
0679850872,0,Houdini's Last Trick: The Amazing True Story of the World's Greatest Magician,E. A. Hass,1995.0,Random House Children's Books,http://images.amazon.com/images/P/0679850872.01.LZZZZZZZ.jpg,"Traces the life and career of the world-famous escape artist, and
describes the secrets behind some of his most famous tricks",en,['Juvenile Nonfiction']
0679850902,0,A Little Princess (Bullseye Step Into Classics),Frances Hodgson Burnett,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679850902.01.LZZZZZZZ.jpg,"Sara Crewe, a pupil at Miss Minchin&#39;s London school, is left in
poverty when her father dies but is later rescued by a mysterious
benefactor. Simultaneous.",en,['Juvenile Fiction']
0679851011,10,"Junie B. Jones and  Some Sneaky Peeky Spying (Junie B. Jones 4, paper)",Barbara Park,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679851011.01.LZZZZZZZ.jpg,"Junie B. Jones, the sneaky spy, finds herself in real trouble when she
snoops on her teacher.",en,['JUVENILE FICTION']
0679853006,10,"Snug House, Bug House (A Bright and Early Book for Beginning Beginners)",Susan Schade,1994.0,Random House Childrens Books,http://images.amazon.com/images/P/0679853006.01.LZZZZZZZ.jpg,"Six bugs find a tennis ball and turn it into a wonderful house for
themselves.",en,['Juvenile Fiction']
0679853014,0,"Bears Are Curious (Step-Into-Reading, Step 2)",Joyce Milton,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679853014.01.LZZZZZZZ.jpg,"Discusses different types of bears, focusing especially on the period
when the mother comes out of hibernation with new cubs, describing how
they hunt for food, what they eat, and how the mother protects her
young. Simultaneous.",en,['Juvenile Nonfiction']
0679853065,10,A Day No Pigs Would Die,Robert Newton Peck,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679853065.01.LZZZZZZZ.jpg,"&quot;With plenty of Yankee common sense and dry wit, and some pathos
as the boy at 13 takes on the duties of a man. For boys of this age
and for the young of any age.&quot;--School Library Journal.",en,['Juvenile Fiction']
0679853278,0,"Kathleen, Karate Queen (Mccracken's Class, Book 4)",Diana Oliver,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/0679853278.01.LZZZZZZZ.jpg,"Shy, fragile-looking Kathleen receives a lot of attention when she
uses her brown-belt karate skills to deck the toughest girl at Martin
Luther King Elementary. Original.",en,['Karate']
0679853944,0,Dear Mr. Sprouts,Errol Broome,1994.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679853944.01.LZZZZZZZ.jpg,"As Freddie&#39;s seeds grow in the Australian bush, so does his
friendship with a secretive pen pal.",en,['Australia']
0679853952,0,"Dear God, Help! Love, Earl (Geek Chronicles)",Barbara Park,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679853952.01.LZZZZZZZ.jpg,"Tired of being picked on and of having to pay protection money to
Eddie McPhee, the school bully, wimpy Eddie Wilber and his friends,
Maxie and Rosie, come up with an ingenious scheme to seek revenge.",en,['Juvenile Fiction']
0679854029,0,Elmo's Little Glowworm,Elizabeth Rivlin,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679854029.01.LZZZZZZZ.jpg,"Elmo looks in Count&#39;s castle, Oscar&#39;s trash can, Big
Bird&#39;s nest, and other places on Sesame Street before he finds his
little glowworm in time for bed.",en,['Juvenile Fiction']
0679854037,0,Jacob Two-Two Meets the Hooded Fang,Mordecai Richler,1994.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679854037.01.LZZZZZZZ.jpg,"Unjustly imprisoned by the Hooded Fang and other big people, Jacob
Two-Two awaits the aid of the members of Child Power to free him and
two hundred other children.",en,['Brothers and sisters']
0679854053,0,The Curse of the Calico Cat (Stepping Stone Books),Ellen Weiss,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679854053.01.LZZZZZZZ.jpg,"Nonnie and her Uncle Paul help her new friends get rid of the evil cat
which came along with their ancient family curse.",en,['Blessing and cursing']
067985407X,0,"Revenge of the Computer Phantoms (Shadow Zone, No 4)",J. R. Black,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/067985407X.01.LZZZZZZZ.jpg,"Mike Willis is really into computer games--until lightning strikes, a
crazed gladiator named Thor zaps out of his PC, and soon a whole pack
of electronic fiends are escaping from the screen.",en,['Juvenile Fiction']
0679854088,0,The Undead Express (Shadow Zone),J. R. Black,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679854088.01.LZZZZZZZ.jpg,"Zach Kinkaid&#39;s routine New York City subway ride takes on a
terrifying turn when he ends up lost on a mysterious train filled with
bloodthirsty vampires. Is Zach riding toward disaster on the Undead
Express?",en,['Juvenile Fiction']
0679854258,5,Meet Oprah Winfrey (A Bullseye Biography),Audreen Buffalo,1995.0,Random House Children's Books,http://images.amazon.com/images/P/0679854258.01.LZZZZZZZ.jpg,"A portrait of Oprah Winfrey follows the inspirational life and career
of the popular TV talk-show host, from her troubled childhood, through
her early television days, to her dramatic success. Original.",en,['Juvenile Fiction']
0679854282,0,Dancing Shoes,NOEL STREATFEILD,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679854282.01.LZZZZZZZ.jpg,"After her mother&#39;s death, Rachel and her adopted sister Hilary are
taken in by Aunt Cora, who runs a dancing school where Rachel&#39;s
spoiled cousin Dulcie is the star pupil.",en,['Juvenile Fiction']
0679854290,10,Brigid Beware (First Stepping Stone Book),Kathleen Leverich,1995.0,Random House Children's Books,http://images.amazon.com/images/P/0679854290.01.LZZZZZZZ.jpg,"Brigid wants to have a pair of the plastic shoes that all her
classmates are wearing, but her fairy godmother thinks it&#39;s better
to be a trendsetter.",en,['Juvenile Fiction']
0679854339,0,Brigid Bewitched (First Stepping Stone Books),Kathleen Leverich,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679854339.01.LZZZZZZZ.jpg,"When Brigid wishes for a fairy godmother to give her the courage to
jump off the high diving board, she encounters a large silver cat and
a strange girl named Marable who gives her advice.",en,['Juvenile Fiction']
0679854347,0,Theater Shoes,NOEL STREATFEILD,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679854347.01.LZZZZZZZ.jpg,"When their father is captured during the war, three children come to
London to live with their grandmother, and join all the cousins of
their talented theatrical family in a school for stage training.",en,['Acting']
067985441X,0,One-Man Team,Dean Hughes,1994.0,Random House Childrens Books,http://images.amazon.com/images/P/067985441X.01.LZZZZZZZ.jpg,"Although he is a basketball whiz, seventh-grader Aaron Reeves must
learn to be a team player in order to make friends on the basketball
team at his new school.",en,['Basketball stories']
0679854444,0,Meet Shaquille O'Neal (A Bullseye Biography),Stephanie St. Pierre,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679854444.01.LZZZZZZZ.jpg,A biography of one of basketball&#39;s hottest new stars.,en,['Juvenile Nonfiction']
0679856226,0,Amazing Anthony Ant,Lorna Philpot,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679856226.01.LZZZZZZZ.jpg,"In a fun-filled activity book, young readers sing the &quot;Anthony
Ant Song,&quot; lifting the flaps to end each verse, follow finger
mazes to see Anthony&#39;s underground insect world, and search for
Anthony in each colorful spread. Children&#39;s BOMC.",en,['Ants']
0679856927,0,"A Horse for Mary Beth (Riding Academy, No 1)",Alison Hart,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679856927.01.LZZZZZZZ.jpg,"Mary Beth is thrilled to be a new student at Foxhall Academy, but when
she discovers that all her classmates are such great riders she signs
up for the junior riding program.",en,['Fear']
0679856935,0,"Andie Out of Control (Riding Academy, No 2)",Alison Hart,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679856935.01.LZZZZZZZ.jpg,"Much to her Foxhall Academy roommates&#39; dismay, Andie Perez likes
breaking every rule at the boarding school, until the arrival of a
wild young thoroughbred horse named Magic brings Andie a challenge
that she cannot refuse.",en,['Juvenile Fiction']
0679856986,0,"Sam the Spy (Mccracken's Class, No 7)",Diana Oliver,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679856986.01.LZZZZZZZ.jpg,"Samantha Tillman, daughter of the principal, volunteers to spy on Ms.
McCracken and steal questions for an upcoming test, so that her
classmates won&#39;t think she&#39;s a goody-goody",en,['Public schools']
0679856994,6,New Tracks for Thomas (Pictureback Shapes),GAIL HERMAN,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679856994.01.LZZZZZZZ.jpg,"After ignoring everyone&#39;s advice about learning the new route on
his daily run, Thomas learns a valuable lesson about being
overconfident after he gets himself lost. Original.",en,['Juvenile Fiction']
0679857079,0,X-Men: Enter the X-Men,Mark Edward Edens,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679857079.01.LZZZZZZZ.jpg,"Features four adventures of the X-Men as they fight giant roboys, the
Mutant Control Agency, the Morlocks, and the mysterious Doctor Adler.",en,['Cartoons and comics']
0679857087,0,X-Men: Night of the Sentinels,Mark Edward Edens,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/0679857087.01.LZZZZZZZ.jpg,"Features four adventures of the X-Men as they fight giant roboys, the
Mutant Control Agency, the Morlocks, and the mysterious Doctor Adler.",en,"['Comic books, strips, etc']"
0679857109,0,X-Men: Morlock Madness (Marvel Comics),Robert N. Skir,1993.0,Random House Childrens Books,http://images.amazon.com/images/P/0679857109.01.LZZZZZZZ.jpg,"Features four adventures of the X-Men as they fight giant roboys, the
Mutant Control Agency, the Morlocks, and the mysterious Doctor Adler.",en,"['Comic books, strips, etc']"
0679857117,0,Nick and Noel,Kroonm Thompson,1993.0,Random House Children's Books,http://images.amazon.com/images/P/0679857117.01.LZZZZZZZ.jpg,"Noel, her cat, knows this, and together with Nick, the dog who lives
next door, sets out on a heart- pounding adventure to make the little
girl&#39;s dream a reality.",en,"[""Children's stories""]"
0679858091,9,"Shortest Kid in the World (Step into Reading, Step 2, paper)",Corinne Demas Bliss,1995.0,Random House Children's Books,http://images.amazon.com/images/P/0679858091.01.LZZZZZZZ.jpg,"Emily is unhappy with her size until a new girl in class helps her see
that being short can have its advantages.",en,['Language Arts & Disciplines']
0679858156,0,The Berenstain Bears and the Galloping Ghost (Berenstain Bears Big Chapter Books),Stan Berenstain,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679858156.01.LZZZZZZZ.jpg,"Brother Bear learns about fear and getting back in the saddle when a
ghost haunts the riding academy.",en,['Juvenile Fiction']
0679858342,9,The Great Turtle Drive,Steve Sanfield,1996.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679858342.01.LZZZZZZZ.jpg,"When he sees how much a bowl of turtle soup costs, a cowboy comes up
with an unusual plan to earn a fortune.",en,['Juvenile Fiction']
0679858555,7,"Luke's Fate (Step into Reading, Step 3, paper)",JIM THOMAS,1996.0,LucasBooks for Young Readers,http://images.amazon.com/images/P/0679858555.01.LZZZZZZZ.jpg,"Continues the adventures of Luke Skywalker, whose first meeting with
the droids and Ben Kenobi leads to the realization of his dreams.",en,['Juvenile Fiction']
0679858652,0,The Kitten Alert (The Animal Rescue Squad Book #1),Ellen Weiss,1995.0,Random House Children's Books,http://images.amazon.com/images/P/0679858652.01.LZZZZZZZ.jpg,"Admiring Ms. Hanson&#39;s adorable new kitten, Sebastian, Eliza, Lisa,
Abby, and Molly are horrified when Sebastian is nearly poisoned and
wonder if the cantankerous, cat-hating Mrs. Gresham is responsible.
Original.",en,['Cats']
0679860045,0,Wolverine: Top Secret (Marvel Comics),Francine Hughes,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679860045.01.LZZZZZZZ.jpg,"Alone in his room at the X-men&#39;s mansion, tortured by memories of
a life he may not have lived, Wolverine challenges the demons of his
subconscious.",en,['Juvenile Fiction']
0679860282,0,The Berenstain Bears at Camp Crush (Big Chapter Book),Stan Berenstain,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679860282.01.LZZZZZZZ.jpg,"When the director of Camp Grizzmeyer tries to keep the boys and girls
away from each other, he makes an interesting discovery.",en,['Juvenile Fiction']
0679860401,0,Cornelius: A Fable (Dragonfly Books),Leo Lionni,1994.0,Dragonfly Books,http://images.amazon.com/images/P/0679860401.01.LZZZZZZZ.jpg,"Cornelius, a crocodile who walks upright, sees things no crocodile has
ever seen before. Copyright © Libri GmbH. All rights reserved.",en,['Juvenile Fiction']
0679860525,0,MR. CHAS & LISA SUE MEET PANDA,FRAN LEBOWITZ,1994.0,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679860525.01.LZZZZZZZ.jpg,"While exploring their New York City apartment building, seven-year-old
Mr. Chas and Lisa Sue discover two pandas.",en,['Friendship']
067986153X,0,The Christmas Story (Pictureback Shapes),Deborah Hautzig,1994.0,Random House Children's Books,http://images.amazon.com/images/P/067986153X.01.LZZZZZZZ.jpg,"Retells the story of the birth of Jesus Christ in the stable at
Bethlehem.",en,['Juvenile Nonfiction']
0679861548,7,Wolverine: Duty and Honor (X-Men Marvel Comics),Francine Hughes,1994.0,Random House Children's Books,http://images.amazon.com/images/P/0679861548.01.LZZZZZZZ.jpg,"Wolverine must prove himself worthy of Mariko Yashida, the daughter of
Japan&#39;s most respected family.",en,['Juvenile Fiction']
0679861750,0,Little Women (Bullseye Step Into Classics),Monica Kulling,1994.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0679861750.01.LZZZZZZZ.jpg,"Presents a simplified retelling of the joys and sorrows of the four
March sisters as they grow into young women in mid-nineteenth-century
New England. Simultaneous.",en,['Juvenile Fiction']
0679861823,8,Bitty Goes to School (Pictureback Shapes),Elizabeth Greenaway,1994.0,Random House Childrens Books,http://images.amazon.com/images/P/0679861823.01.LZZZZZZZ.jpg,"A kitten looks forward her first day of school, but when it arrives,
she has some adjusting to do.",en,['Cats']
0679861874,0,The Salamander Room (Dragonfly Paperbacks),Anne Mazer,1994.0,Dragonfly Books,http://images.amazon.com/images/P/0679861874.01.LZZZZZZZ.jpg,"A young boy finds a salamander and thinks of the many things he can do
to make a perfect home for it.",en,['Juvenile Fiction']
