isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0441760120,9,Shadow Magic,Patricia C. Wrede,1982.0,Ace Books,http://images.amazon.com/images/P/0441760120.01.LZZZZZZZ.jpg,"In Alkyra, children&#39;s tales are told of a time long past when
humankind shared the land with folk who had magic in their blood and
bones: the small, fierce Wyrds of the forest; the proud Shee in their
mountain citadel craved of ice-white ...",en,['Fantasy fiction']
0441760260,5,The Shadow of Sorcery,Andrew J. Offutt,1993.0,Ace Books,http://images.amazon.com/images/P/0441760260.01.LZZZZZZZ.jpg,"Hoping to find the fabled Rings of Senek, adventurer Shadowspawn
travels to the outskirts of a city ruled by sorcerers where he must
first navigate the labyrinthine maze beneath the city. Original.",en,['Fiction']
0441766005,0,Silverglass,J.F. Rivkin,1989.0,Ace Books,http://images.amazon.com/images/P/0441766005.01.LZZZZZZZ.jpg,"Corson brenn Torisk, a top swordswoman, is hired as a guard by Lady
Nyctasia, a beautiful sorceress, but discovers too late that the
magician has a horde of enemies",en,['Fiction']
0441766749,10,Silverlock (Silverlock),John Myers Myers,1987.0,Ace Books,http://images.amazon.com/images/P/0441766749.01.LZZZZZZZ.jpg,"Shipwrecked off Baltimore and rescued by a mysterious sailor, A.
Clarence Shandon is taken to an unknown land where he undertakes a
physical and allegorical journey that culminates in a descent into
Hell. Reissue.",en,['Fiction']
0441769772,10,Slaves of the Volcano God,Craig Shaw Gardner,1989.0,Ace Books,http://images.amazon.com/images/P/0441769772.01.LZZZZZZZ.jpg,"When PR man Roger Gordon tries to escape the monotony of his humdrum
job by trying out his Captain Crusader Decoder Ring, he is taken by
surprise when his favorite B-movies come to life, and he is soon
involved in a world of danger, action, ...",en,['Fiction']
0441772854,7,Soothsayer,Mike Resnick,1991.0,Ace Books,http://images.amazon.com/images/P/0441772854.01.LZZZZZZZ.jpg,"In a land where heroes, villains, and bounty hunters roam the skies,
Penelope the Soothsayer--who is able to foresee the future, control
destiny, and destroy lives--becomes the ultimate prey",en,['Fiction']
044177427X,0,"Songs of Muad'Dib: Poems and Songs from Frank Herbert's \Dune\"" Series and His Other Writings""",Frank Herbert,1992.0,Berkley Pub Group,http://images.amazon.com/images/P/044177427X.01.LZZZZZZZ.jpg,"A collection of poems by the science fiction master and the author of
Dune includes epic sagas of spice, sandworms, and mystical power
struggles of the planet Arrakis, many of them never before published.
Original.",en,['Fiction']
0441775292,0,Songs of Chaos (Ace Science Fiction),S.N. Lewitt,1993.0,Ace Books,http://images.amazon.com/images/P/0441775292.01.LZZZZZZZ.jpg,"In the futuristic world in which he lives, Dante McCall, the only
person not genetically identical to everyone else, is branded a freak,
banished from Earth, and stranded among a strange starfaring culture.
Original.",en,['Fiction']
0441775322,8,Sorcerers!,Jack Dann,1986.0,Ace Books,http://images.amazon.com/images/P/0441775322.01.LZZZZZZZ.jpg,"Tales of magic, illusion, mages, and dark wizards by such talents as
Ursula K. LeGuin, Jack Vance, Theodore Sturgeon, Joe Haldeman, and
others highlight a collection of fourteen stories about the world of
sorcery",en,['Fiction']
0441775330,9,The Sorcerer's Lady,Paula Volsky,1986.0,Ace Books,http://images.amazon.com/images/P/0441775330.01.LZZZZZZZ.jpg,"Selected to be the bride of Lord Terrs Fal Grizhni, a mysterious and
immortal sorcerer, Lady Verran faces her fate with apprehension",en,['Fiction']
0441775578,0,The Sorcery Within,Dave Smeds,1985.0,Ace Books,http://images.amazon.com/images/P/0441775578.01.LZZZZZZZ.jpg,"With the great king dying, the sole hope of the people of Alemar to
protect them from the powerful dragon and its minions lies in two
warriors, lost deep in the heart of a perilous desert",en,['Fiction']
0441775810,10,"Soul of the City (Thieves World Book, No 8)",Lynn Abbey,1986.0,Ace Books,http://images.amazon.com/images/P/0441775810.01.LZZZZZZZ.jpg,"In this dramatic eighth volume, Tempus returns to Sanctuary, a city
ravaged by war and upheaval, seething with crime and chaos--a dark
bedlam of magic forces thrown out of balance, and disasters, both
natural and unnatural...",en,['Fiction']
0441775918,7,Soulstring,Midori Snyder,1987.0,Ace Books,http://images.amazon.com/images/P/0441775918.01.LZZZZZZZ.jpg,"Magda&#39;s power could ruin her mighty family. It could defy her
vicious father who rules with a sorcerer&#39;s iron fist over the land
of Moravia . . . or it could rock the walls of Moravia Castle itself.
If only she could learn to use it!",en,['Fiction']
0441777767,5,The Spanish Gambit,Stephen Hunter,1986.0,Jove Books,http://images.amazon.com/images/P/0441777767.01.LZZZZZZZ.jpg,"Against the bloody backdrop of the Spanish Civil War, Robert Florry
and his beautiful lover Sylvia must capture and bring to justice his
former best friend Julian Raines, now a Russian spy",en,['Fiction']
0441777872,0,Spacer: Window of the Mind,John Maddox Roberts,1988.0,Ace Books,http://images.amazon.com/images/P/0441777872.01.LZZZZZZZ.jpg,"Rescued by the crew of the freighter, Space Angel, Kiril, a street
urchin, must use her telepathic powers to prevent the ship from being
used as a pawn in an insane attempt to start an intergalactic war",en,['Fiction']
0441777929,0,Spell Bound,Ru Emerson,1990.0,Ace Books,http://images.amazon.com/images/P/0441777929.01.LZZZZZZZ.jpg,"When young Prince Conrad succumbs to the magical charms of the
bewitching Sofia, only time will reveal if it is true love or the dark
sorcery of evil",en,['Fiction']
0441779530,10,Star of Danger,Marion Zimmer Bradley,1983.0,Ace Books,http://images.amazon.com/images/P/0441779530.01.LZZZZZZZ.jpg,"Although the natives of Darkover are the descendants of a long-lost
Terran colony ship, they distrust the Terran spacers who have recently
taken up residence on their planet.",en,['Science fiction']
0441779573,0,Star of Danger,Marion Zimmer Bradley,1994.0,Ace Books,http://images.amazon.com/images/P/0441779573.01.LZZZZZZZ.jpg,"Although the natives of Darkover are the descendants of a long-lost
Terran colony ship, they distrust the Terran spacers who have recently
taken up residence on their planet.",en,['Darkover (Imaginary place)']
0441779581,0,Star of Danger,Marion Zimmer Bradley,1986.0,Ace Books,http://images.amazon.com/images/P/0441779581.01.LZZZZZZZ.jpg,"Although the natives of Darkover are the descendants of a long-lost
Terran colony ship, they distrust the Terran spacers who have recently
taken up residence on their planet.",en,['Fiction']
0441780458,0,"Mind Slaver (Star Commandos, Number 5)",P.M. Griffin,1990.0,Ace Books,http://images.amazon.com/images/P/0441780458.01.LZZZZZZZ.jpg,"The Star Commandos are sent on a mission to the Quandon sector, from
where no spaceship has ever returned",en,['Fiction']
0441780539,6,Starfarers,Vonda N. McIntyre,1989.0,Ace Books,http://images.amazon.com/images/P/0441780539.01.LZZZZZZZ.jpg,"America&#39;s first interstellar research ship was never heard from
again.",en,['Science fiction']
0441782132,6,Starjacked!,William Greenleaf,1987.0,Ace Books,http://images.amazon.com/images/P/0441782132.01.LZZZZZZZ.jpg,"When the starship Copernicus is hijacked by a conspiracy of outlaws
and members of the Guards, Leo Blannon, a reporter, finds himself
leader of a group trying to regain control of the ship",en,['Fiction']
044178268X,5,Star Precinct,Kevin Randle,1992.0,Ace Books,http://images.amazon.com/images/P/044178268X.01.LZZZZZZZ.jpg,"The members of the 107th Precinct are ready to handle the crime
problems of the universe, but they are not nearly as well equipped to
deal with the death of a fellow officer",en,['Fiction']
0441783295,10,Starbridge,A.C. Crispin,1991.0,Ace Books,http://images.amazon.com/images/P/0441783295.01.LZZZZZZZ.jpg,"The students of Starbridge Academy--a training school for Earth&#39;s
young diplomats, translators, and explorers--meet representatives from
sixteen other races and, together, they journey across the universe",en,['Fiction']
0441783309,10,"Silent Dances (Starbridge, No 2)",A.C. Crispin,1994.0,Ace Books,http://images.amazon.com/images/P/0441783309.01.LZZZZZZZ.jpg,"Deaf since birth and able to withstand the ear-shattering sonic cries
of the Grus, Tesa is an ideal choice for ambassador to their planet,
but other alien forces want to destroy the Grus and Tesa must make
peace with them and save the ...",en,['Fiction']
0441783325,5,"Shadow World (Starbridge, Book 3)",A.C. Crispin,1991.0,Ace Books,http://images.amazon.com/images/P/0441783325.01.LZZZZZZZ.jpg,"In what is to be his last assignment, Mark Kenner sets out on a
diplomatic mission to bring the Elspind into the Cooperative League of
Systems, but he must first survive in an environment that is hostile
to the pending alliance",en,['Fiction']
0441783570,0,Starseed,Spider Robinson,1991.0,Berkley Pub Group,http://images.amazon.com/images/P/0441783570.01.LZZZZZZZ.jpg,"To revitalize her body and continue her successful dance career, Rain
McLeod applies and is accepted to Top Step, an orbiting academy where
applicants are trained to be Stardancers",en,['Fiction']
0441783589,10,Starship Troopers,Robert A. Heinlein,1987.0,Ace Books,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,"In a futuristic military adventure a recruit goes through the roughest
boot camp in the universe and into battle with the Terran Mobile
Infantry in what historians would come to call the First Interstellar
War",en,['Fiction']
0441783740,0,Star Struck,Linda Palmer,1982.0,Ace Books,http://images.amazon.com/images/P/0441783740.01.LZZZZZZZ.jpg,"Peter Rossano accepts the job offered him by Julian Karr, the young
president of Olympic Studios, despite the fact he is still in love
with Karr&#39;s wife Abby",en,['Fiction']
0441785654,10,Steel Beach,John Varley,1993.0,Ace Books,http://images.amazon.com/images/P/0441785654.01.LZZZZZZZ.jpg,"An interstellar traveling thespian uses the magnetic implants under
his skin to morph into whatever shape he pleases--a useful tool for a
one-man Shakespeare actor, or a con man on the lam. Reprint. PW. BL.",en,['Fiction']
0441785816,4,Steely Blue,Dennis Smith,1987.0,Jove Books,http://images.amazon.com/images/P/0441785816.01.LZZZZZZZ.jpg,"Two best friends, Steely Burns and Jack Haggerty, grow up to find
their respective lives as firemen very different",en,['Fiction']
0441787541,7,Stormbringer (Elric),Michael Moorcock,1992.0,Ace Books,http://images.amazon.com/images/P/0441787541.01.LZZZZZZZ.jpg,"Elric of Melnibone, an albino sorcerer, must take up his magically
powerful sword, Stormbringer, in order to free his wife Zarozinia, who
was kidnapped by demons",en,['Fiction']
0441788386,10,Stranger in a Strange Land,Robert A. Heinlein,1991.0,Ace Books,http://images.amazon.com/images/P/0441788386.01.LZZZZZZZ.jpg,"Valentine Michael Smith, born and raised on Mars, arrives on Earth
stunning Western culture with his superhuman abilities",en,['Fiction']
0441790348,10,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,http://images.amazon.com/images/P/0441790348.01.LZZZZZZZ.jpg,"It is the story of Valentine Michael Smith, the man from Mars who
taught humankind grokking and water-sharing. And love.",en,['Fiction']
0441790941,7,Swan's Wing (Ace Fantasy Book),Ursula Synge,1985.0,Ace Books,http://images.amazon.com/images/P/0441790941.01.LZZZZZZZ.jpg,"Lothar, a handsome young lord with a swan&#39;s wing in place of one
arm, falls under the icy spell of the powerful Countess Almira",en,['Fiction']
0441790992,7,"The Sun, the Moon, and the Stars",Steven Brust,1988.0,Ace Books,http://images.amazon.com/images/P/0441790992.01.LZZZZZZZ.jpg,"Clea learns that she is the descendant of aliens who were shipwrecked
on earth--the reason she has lived in isolation--and meets a boy who
seems to also have a secret, special past.",en,['Fiction']
0441791263,8,Sweet Justice,Jerry Oster,1986.0,Berkley Pub Group (Mm),http://images.amazon.com/images/P/0441791263.01.LZZZZZZZ.jpg,"Homicide detectives Robert Redfield and Jacob Neuman trail a violent
killer through New York City&#39;s subways, tenements, hotels, and
high-rises, in a case the newspapers dub &quot;The Samaritan Killer
Case&quot;",en,['Fiction']
0441792642,0,Sensei II: Sword Master,David Charney,1984.0,ACE Charter,http://images.amazon.com/images/P/0441792642.01.LZZZZZZZ.jpg,"Feudal Japan&#39;s finest swordsman, Tadamori-no-Yoshi, finds himself
caught between factions competing for control of twelfth-century
Japan, becomes the target of the vengeful Taira, the clan of Chikara,
and seeks safety with a traveling Noh ...",en,['Fiction']
0441795595,0,The Schemes of Dragons,Dave Smeds,1989.0,Ace Books,http://images.amazon.com/images/P/0441795595.01.LZZZZZZZ.jpg,"The dragon sends forth wizards and armies to devastate the kingdoms of
men.",en,['Fiction']
0441798179,6,Target,Janet Morris,1989.0,Ace Books,http://images.amazon.com/images/P/0441798179.01.LZZZZZZZ.jpg,"When an extraterrestrial visitor lands on the moon seeking political
asylum, everyone is caught up in studying the creature--while the
alien&#39;s hunters follow close behind, ready to kill anything that
stands in their way",en,['Fiction']
0441798411,8,Tarot,Piers Anthony,1987.0,Berkley Pub Group,http://images.amazon.com/images/P/0441798411.01.LZZZZZZZ.jpg,"Brother Paul, a monk and martial artist, arrives at the mysterious
planet Tarot, where dragons, demons, and hidden evils control the
world",en,['Fiction']
0441799744,8,Taylor's Ark,Jody Lynn Nye,1997.0,Ace Books,http://images.amazon.com/images/P/0441799744.01.LZZZZZZZ.jpg,"Colony after colony, a strange epidemic is spreading. Dr. Shona Taylor
is determined to find the cure before it&#39;s too late. And she is
not alone. By her side is a menagerie of very special assistants.",en,['Fiction']
0441799779,8,Teckla,Steven Brust,1987.0,Ace Books,http://images.amazon.com/images/P/0441799779.01.LZZZZZZZ.jpg,"Vlad Taltos, an assassin, takes the side of the Teckla, peasants who
are in revolt against the Empire and his own family, the House of
Jhereg.",en,['Fiction']
0441800114,8,Teklab,William Shatner,1994.0,Ace Books,http://images.amazon.com/images/P/0441800114.01.LZZZZZZZ.jpg,"Investigator Jake Cardigan enters the blasted ruins of twenty-first
century London to search for his missing son and invades the
underground turf of the TekLords. Reprint.",en,['Fiction']
0441800122,8,Tek Vengeance,William Shatner,1993.0,Ace Books,http://images.amazon.com/images/P/0441800122.01.LZZZZZZZ.jpg,"While his girlfriend travels to Berlin to testify against the most
dangerous TekLords, ex-cop Jake Cardigan is called to Brazil to speak
to a witness and discovers that he has been tricked into leaving his
lover&#39;s side. Reprint.",en,['Fiction']
0441800831,0,"Teot's War (Song of Naga Teot, Book 1)",Heather Gladney,1987.0,Ace Books,http://images.amazon.com/images/P/0441800831.01.LZZZZZZZ.jpg,"A desert warrior joins forces with the Liege Lord of Tan in hopes of
starting a war to regain control of their homeland",en,['Fiction']
0441802087,10,Tekwar,William Shatner,1990.0,Ace Books,http://images.amazon.com/images/P/0441802087.01.LZZZZZZZ.jpg,"In twenty-second century Los Angeles, ex-cop Jake Cardigan finds
himself framed for dealing Tek--a mind-altering, addictive,
computerized drug--and on a mission to clear his name and clean up the
threat to the galaxy",en,['Fiction']
044180263X,8,Time Machine,H. G. Wells,1988.0,ACE Charter,http://images.amazon.com/images/P/044180263X.01.LZZZZZZZ.jpg,"Presents the classic science-fiction thriller depicting the adventures
of the Time Traveler whose fantastic invention carries him into the
world of the future",en,['Fiction']
0441805841,10,Thieves World World 1,Robert Asprin,1985.0,Penguin Putnam~mass,http://images.amazon.com/images/P/0441805841.01.LZZZZZZZ.jpg,"You will meet many unforgettable players on a stage where murder,
mayhem, and skulduggery - with always a bit of magic - are the order
of the day.",en,['Fantasy fiction']
0441805957,10,Blood Ties World 9,Robert Asprin,1986.0,Penguin Putnam~mass,http://images.amazon.com/images/P/0441805957.01.LZZZZZZZ.jpg,"In this gripping ninth volume, the ravaged city of Sanctuary faces the
awesome task of reconstruction. Deserted by gods and bereft of magic,
the shattered city and its citizens struggle fiercely for survival ...",en,"['Science fiction, American']"
0441805973,7,"Aftermath (Thieves' World, No 10)",Robert Lynn Asprin,1987.0,Ace Books,http://images.amazon.com/images/P/0441805973.01.LZZZZZZZ.jpg,"Tempus and the Stepsons abandon the embattled city of Sanctuary as
rival factions emerge and a vicious power struggle begins, in a
collection of interrelated fantasy tales by Janet Morris, John
Brunner, David Drake, Andrew Ojjutt, and ...",en,['Fiction']
0441806104,10,"Uneasy Alliances (Thieves World, Bk 11)",Robert Asprin,1988.0,Ace Books,http://images.amazon.com/images/P/0441806104.01.LZZZZZZZ.jpg,"After the war, most of the citizens of Sanctuary want only to put
their lives back together, but others are taking the opportunity to
seek revenge",en,"['Fantasy fiction, American']"
0441806120,3,Stealers' Sky (Thieves' World 12),Robert Asprin,1989.0,Ace Books,http://images.amazon.com/images/P/0441806120.01.LZZZZZZZ.jpg,"As the clouds of war once again gather over Sanctuary, the warriors
prepare for battle while the thieves await a great dust storm that
will prevent their thefts from being noticed",en,['Fiction']
0441807119,0,This Is the Way the World Ends,James Morrow,1991.0,Ace Books,http://images.amazon.com/images/P/0441807119.01.LZZZZZZZ.jpg,"In 1995, an ordinary tombstone engraver named George Paxton signs a
document to obtain something for his daughter and finds himself
implicated in the start of World War III",en,['Fiction']
0441808409,9,The Throme of the Erril of Sherill: With the Harrowing of the Dragon of Hoarsbreath,Patricia A. McKillip,1987.0,Ace Books,http://images.amazon.com/images/P/0441808409.01.LZZZZZZZ.jpg,"Caerles must obtain the legendary Throme, a book of incredibly
beautiful songs, in order to win the daughter of the King of
Everywhere, and Ryd Yarrow faces a dragon that brings twelve months of
winter to the island of Hoarsbreath.",en,['Fiction']
0441809324,0,Time Pressure,Spider Robinson,1987.0,Berkley Pub Group,http://images.amazon.com/images/P/0441809324.01.LZZZZZZZ.jpg,"A group of American hippies establish a commune in Nova Scotia in 1973
where they encounter Rachel, a mysterious woman from the future",en,['Fiction']
0441809456,0,The Tin Angel,Paul Pines,1985.0,Ace Books,http://images.amazon.com/images/P/0441809456.01.LZZZZZZZ.jpg,"When his best friend and partner in the East Village jazz club the Tin
Angel is found dead, Pablo Waitz seeks the truth about his death and
the whereabouts of the club money he was carrying",en,['Fiction']
0441810144,0,The Time Bender,Keith Laumer,1984.0,Ace Books,http://images.amazon.com/images/P/0441810144.01.LZZZZZZZ.jpg,"Lafayette O&#39;Leary travels to a strange primitive world through
self-hypnosis and is forced to fight for his life against brutal
warriors",en,['Fiction']
0441810322,0,A Time for Dragons,Gary Gentile,1989.0,Ace Books,http://images.amazon.com/images/P/0441810322.01.LZZZZZZZ.jpg,"A hundred years after the collapse of human civilization, reptilian
invaders rule the earth",en,['Fiction']
0441810764,10,Time Enough for Love,Robert A. Heinlein,1994.0,Ace Books,http://images.amazon.com/images/P/0441810764.01.LZZZZZZZ.jpg,"Follows Woodrow Wilson Smith&#39;s odyssey through time as he
manipulates situations to suit his purposes and extend his youth",en,['Fiction']
0441812635,0,"The Cleopatra Crisis (Time Wars, No. 11)",Simon Hawke,1990.0,Ace Books,http://images.amazon.com/images/P/0441812635.01.LZZZZZZZ.jpg,FICTION-SCIENCE FICTION,en,['Fiction']
0441813046,10,Titan,John Varley,1992.0,Ace Books,http://images.amazon.com/images/P/0441813046.01.LZZZZZZZ.jpg,"When Cirrocco Jones, captain of the spaceship Ringmaster, and his crew
are captured by Gaea, a planet-sized creature that orbits around
Saturn, they find themselves inside a bizarre world inhabited by
centaurs, harpies, and constantly ...",en,['Fiction']
0441813100,0,Tnt,Doug Masters,1985.0,Berkley Pub Group (Mm),http://images.amazon.com/images/P/0441813100.01.LZZZZZZZ.jpg,"After surviving an atomic blast, Anthony Nicholas Twin emerges as a
new man--now as deadly a killer as he was a skilled lover--with
superhuman abilities that cannot be stopped",en,['Fiction']
0441816533,0,Tomoe Gozen,Jessica Amanda Salmonson,1984.0,Ace Books,http://images.amazon.com/images/P/0441816533.01.LZZZZZZZ.jpg,"A beautiful young Samurai from a world much like that of ancient Japan
must fight the powers of the supernatural in order to regain her honor
and return to the sacred Way of the Warrior",en,['Fiction']
0441819257,0,The Tower of Death (Cormac Mac Art Series),Andrew J. Offutt,1982.0,Ace Books,http://images.amazon.com/images/P/0441819257.01.LZZZZZZZ.jpg,"Forced into exile, Cormac Mac Art, a fifth-century Irish prince
becomes a pirate with his companion, Wulfhere the Dane",en,['Fiction']
0441821847,0,Tramp Royale,Robert A. Heinlein,1992.0,Berkley Pub Group,http://images.amazon.com/images/P/0441821847.01.LZZZZZZZ.jpg,"The author recounts his travels around the world, detailing his
experiences in places ranging from New Orleans to the Panama Canal to
the African veldt",en,['Biography & Autobiography']
0441822134,9,A Traveller in Time,Alison Uttley,1986.0,Ace Books,http://images.amazon.com/images/P/0441822134.01.LZZZZZZZ.jpg,"Penelope Taberner Cameron, a sensitive young girl, becomes aware of
other layers of time at the old family manor house and begins living
part of her life back in the sixteenth century.",en,['Fantasy.']
0441832849,0,Groa's Other Eye (Twilight of the Gods Book II),Dennis Schmidt,1986.0,Ace Books,http://images.amazon.com/images/P/0441832849.01.LZZZZZZZ.jpg,"In the eagerly awaited sequel to Twilight of the Gods: The First Name,
Voden Wanderer sets out to a far-distant land to seek the Well of
Mimir and drink of Knowledge there. But Mimir asks much of those who
would dare taste her wonders.",en,['Fiction']
0441833446,0,A Two-Edged Sword,Thomas K. Martin,1994.0,Ace Books,http://images.amazon.com/images/P/0441833446.01.LZZZZZZZ.jpg,"A volunteer in a sleep research experiment, Steve Wilkinson gets more
than the dreams the researchers promised when he is transported to a
magical realm where warring armies clash in a battle between forces of
Darkness and Light. Original.",en,['Fiction']
0441838162,5,The Luck of Relian Kru,Paula Volsky,1988.0,Ace Books,http://images.amazon.com/images/P/0441838162.01.LZZZZZZZ.jpg,"In an attempt to end his bad luck, Relian Kru decides to meet with the
sorcerer, Kepros Gavyne, unaware that Gavyne is looking for an eternal
slave",en,['Fiction']
0441845630,10,Unicorn Point (Apprentice Adept (Paperback)),Piers Anthony,1990.0,ACE Charter,http://images.amazon.com/images/P/0441845630.01.LZZZZZZZ.jpg,"Robot Mach and his alternate self continue their struggle to
communicate between the frames, and the battle against the evil
empires threatening Proton and Phaze is taken up by their children",en,['Fiction']
0441848265,9,The Warlock Is Missing,Christopher Stasheff,1995.0,Ace Books,http://images.amazon.com/images/P/0441848265.01.LZZZZZZZ.jpg,"When their parents suddenly disappear, the four Galloglass siblings--
Magnus, Cordelia, Geoffrey, and Gregory--must combine the skills of
their mother&#39;s power and their father&#39;s training in order to
save them. Reissue.",en,['Fiction']
044185429X,5,A Child of Elvish,Nancy Varian Berberick,1992.0,Ace Books,http://images.amazon.com/images/P/044185429X.01.LZZZZZZZ.jpg,"The ghost of a queen who long ago stole the elemental-controlling
Jewels of Elvish to defeat an evil sorcerer now enlists the aid of an
elf and a man to battle the revitalized sorcerer. Original.",en,['Fiction']
0441858767,8,Vacuum Flowers,Michael Swanwick,1997.0,Ace Books,http://images.amazon.com/images/P/0441858767.01.LZZZZZZZ.jpg,"In the distant future, a suicidal woman is given the artificial
personality of a revolutionary and sets out on a dangerous quest for
survival that will change humanity&#39;s future",en,['Fiction']
0441859453,10,"Art in the Blood (Vampire Files, No 4)",P. N. Elrod,1991.0,Ace Books,http://images.amazon.com/images/P/0441859453.01.LZZZZZZZ.jpg,Being a vampire isn&#39;t as glamorous as it sounds .,en,['Fiction']
0441859461,5,"Fire in the Blood (Vampire Files, No 5)",P.N. Elrod,1992.0,Ace Books,http://images.amazon.com/images/P/0441859461.01.LZZZZZZZ.jpg,"When vampire detective Jack Fleming is hired by the wealthy Sebastian
Pierce to recover a priceless heirloom bracelet, he eyes his reward in
Pierce&#39;s daughter, an enticing girl with a hot-headed boyfriend.
Reissue.",en,['Fiction']
0441860397,0,The Vanishing Tower (Elric Saga),Michael Moorcock,1992.0,ACE Charter,http://images.amazon.com/images/P/0441860397.01.LZZZZZZZ.jpg,"Lord Elric wields his mighty sword, Stormbringer, in the desperate
battle to overcome the evil power of the sorcerer, Theleb K&#39;aarna",en,['Fiction']
0441860532,8,The Vatican Connection,Richard Hammer,1983.0,Ace Books,http://images.amazon.com/images/P/0441860532.01.LZZZZZZZ.jpg,"Offers a remarkable account of a multimillion-dollar deal in
counterfeit stocks and bonds between the Mafia and the Vatican of Pope
Paul VI, focusing on the work of New York police detective Joseph
Coffey whose investigation broke the case.",en,['Social Science']
044186290X,0,Vickers,Mick Farren,1988.0,Ace Books,http://images.amazon.com/images/P/044186290X.01.LZZZZZZZ.jpg,A killer extraordinaire. A man like Vickers.,en,['Fiction']
0441864589,0,Vision of Destiny,Whitney Stine,1986.0,Ace Books,http://images.amazon.com/images/P/0441864589.01.LZZZZZZZ.jpg,"Armor and Chinee, a young married couple, face the hardships and rapid
changes of the Revolution in China",en,['Fiction']
0441864619,0,Vision of Tarot,Piers Anthony,1987.0,Ace Books,http://images.amazon.com/images/P/0441864619.01.LZZZZZZZ.jpg,On the planet Tarot nothing is real.,en,['Fiction']
0441865038,10,Virtual Mode (Mode (Paperback)),Piers Anthony,1991.0,Ace Books,http://images.amazon.com/images/P/0441865038.01.LZZZZZZZ.jpg,"Romance, danger, adventure, and intrigue intertwine as fourteen-year-
old Colene and Darius, a stranger who dresses oddly and speaks an
unfamiliar language, travel through alternate realities where anything
is possible",en,['Fiction']
0441866107,0,Voorloper,Andre Norton,1981.0,Ace Books,http://images.amazon.com/images/P/0441866107.01.LZZZZZZZ.jpg,"A trio sets out to learn the secret of the Shadow Death to save the
planet Voor.",en,"['Science fiction, American']"
