isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0002000288,0,Farley: The Life of Farley Mowat,James King,2002.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002000288.01.LZZZZZZZ.jpg,"No one has been a more passionate or popular--or controversial--
chronicler of North American history and ecology than Canadian
naturalist Farley Mowat.",en,"['Authors, Canadian']"
0002005018,9,Clara Callan,Richard Bruce Wright,2001.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,"In a small town in Canada, Clara Callan reluctantly takes leave of her
sister, Nora, who is bound for New York.",en,['Actresses']
0002005050,10,The Romantic,Barbara Gowdy,2003.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005050.01.LZZZZZZZ.jpg,&quot;Louise Kirk learns about love and loss at an early age.,en,['Loss (Psychology)']
0002005395,8,Deafening,Frances Itani,2003.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005395.01.LZZZZZZZ.jpg,"Fueled by tremendous word-of-mouth excitement at the Frankfurt Book
Fair, Deafening has already become an international publishing
phenomenon, with rights sold in over 12 countries so far.",en,['Fiction']
0002006502,0,The Devil Is Clever: A Memoir of My Romanian Mother,Kenneth Radu,2004.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002006502.01.LZZZZZZZ.jpg,"The Devil Is Clever is Annie&#39;s memoir, told through Radu&#39;s
evocative voice, an account that sings like a work of fiction, yet is
at the same time remarkable for its unvarnished look at a life of
strife, courage, and hope.",en,"[""Canadiens d'origine roumaine - Saskatchewan - Dysert - Biographies""]"
0002006588,8,Vancouver,David Cruise,2003.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002006588.01.LZZZZZZZ.jpg,"A fascinating cast of characters populate the city of Vancouver in a
story that stretches from the last Ice Age to the present day.",en,['Vancouver (B.C.)']
0002118572,0,Time and chance: An autobiography,Peter Townsend,1978.0,Collins,http://images.amazon.com/images/P/0002118572.01.LZZZZZZZ.jpg,"The candid reminiscences of a professional airman who became the royal
equerry, including an honest account of his friendship with Princess
Margaret, which was to bring such sadness to them both.",en,['Air pilots']
0002118580,9,Audacity to believe,Sheila Cassidy,1977.0,Collins,http://images.amazon.com/images/P/0002118580.01.LZZZZZZZ.jpg,"The moving story of Sheila Cassidy, who as a young doctor went to work
in Chile and became caught in the terrible injustice of the country -
injustice which led to her own arrest, imprisonment, torture and
expulsion.",en,['Catholics']
0002154064,0,All My Road Before Me: The Diary of C.S.Lewis 1922-27,C.S. Lewis,1990.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002154064.01.LZZZZZZZ.jpg,"The life of the young Lewis was filled with contemplations quite
different from those of the mature author.",en,['Anglicans']
0002154390,0,Videotrash & Treasures: A Field Guide to the Video Unknown (Video Trash & Treasures),L. A. Morse,1992.0,Harpercollins,http://images.amazon.com/images/P/0002154390.01.LZZZZZZZ.jpg,"Describes more than five hundred monster, horror, slasher, and fantasy
adventure movies",en,['Performing Arts']
0002156601,0,Perestroika : new thinking for our country and the world,Mikhail Sergeevich Gorbachev,1987.0,Collins,http://images.amazon.com/images/P/0002156601.01.LZZZZZZZ.jpg,Contains primary source material.,en,['Perestro¦ika']
0002156970,0,Inside memory: Pages from a writer's workbook,Timothy Findley,1990.0,HarperCollinsPublishers,http://images.amazon.com/images/P/0002156970.01.LZZZZZZZ.jpg,"This collection of essays, journalistic pieces and diary entries
provides a glimpse into the mind of author Timothy Findley.",en,"['Authors, Canadian']"
0002157411,0,King Edward VIII: The official biography,Philip Ziegler,1990.0,Collins,http://images.amazon.com/images/P/0002157411.01.LZZZZZZZ.jpg,"King Edward VIII portrays the full life of the monarch, from boyhood
to Prince of Wales, exiled monarch, and eventually, Governor of the
Bahamas.",en,['Edward Duke of Windsor']
000215787X,0,Tapestry of war: A private view of Canadians in the Great War,Sandra Gwyn,1992.0,HarperCollinsPublishers,http://images.amazon.com/images/P/000215787X.01.LZZZZZZZ.jpg,Signed by the author.,en,['Canada']
0002163578,5,Cry of the Kalahari,Mark Owens,1985.0,Collins,http://images.amazon.com/images/P/0002163578.01.LZZZZZZZ.jpg,"This account of the authors&#39; seven-year stay in Africa&#39;s
Kalahari wilderness covers their adventures of survival, their contact
with curious and dangerous animals, and the establishment of their
conservation research project.",en,['Animals']
0002179687,0,Christmas in America: Images of the Holiday Season by 100 of America's Leading Photographers,David Cohen,1988.0,Collins Pub San Francisco,http://images.amazon.com/images/P/0002179687.01.LZZZZZZZ.jpg,"A panoramic photographic tour of America during the holiday season
from Thanksgiving to Epiphany features the work of one hundred top
photographers as they document the Christmas preparation, celebration,
and aftermath across the country",en,['Social Science']
0002179695,9,A Day in the Life of the Soviet Union,Rick Smolan,1991.0,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0002179695.01.LZZZZZZZ.jpg,"More than three hundred photographs visually survey the diversity of
Russian landscapes and cityscapes and depict routine daily life
throughout the Soviet Union",en,['Soviet Union']
0002187272,10,Mr. Wright,Ian Wright,1997.0,HarperCollinsWillow,http://images.amazon.com/images/P/0002187272.01.LZZZZZZZ.jpg,"An autobiography of Ian Wright, the British footballer who shot to
prominence in 1985 when he joined Crystal Palace from Greenwich
Borough Services.",en,['Soccer players']
0002189569,4,Botham's Century: My 100 Great Cricketing Characters,Ian Botham,2001.0,HarperCollins UK,http://images.amazon.com/images/P/0002189569.01.LZZZZZZZ.jpg,Published immediately after the conclusion of the 2001 Ashes series.,en,['Sports & Recreation']
0002192152,10,National Parks of East Africa (Collins Field Guides),John G. Williams,1995.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002192152.01.LZZZZZZZ.jpg,"A guide to the national parks, game reserves and animal sanctuaries of
Kenya, Uganda and Tanzania. 400 mammals and birds are described, as
well as the park&#39;s interesting features, resident species, and
access and accommodation. 25 reserves ...",en,['Nature']
0002197154,7,The wild flowers of Britain and northern Europe,Richard Sidney Richmond Fitter,1985.0,Collins,http://images.amazon.com/images/P/0002197154.01.LZZZZZZZ.jpg,"This book provides a comprehensive portable guide to wild trees,
shrubs and flowering plants in Britain and Ireland, and also covers
Europe from the Arctic to the Alps.",en,['Wild flowers']
0002198274,9,The first Eden: The Mediterranean world and man,David Attenborough,1987.0,BBC Books,http://images.amazon.com/images/P/0002198274.01.LZZZZZZZ.jpg,"Geïllustreerde beschrijving van de natuurlijke historie van het
Middellandse Zeegebied, in samenhang met de veranderende houding van
de mens ten opzichte van de natuur in de loop der tijden.",en,['Anthropology']
0002199009,9,Collins Field Guide Birds of Britain and Europe,Roger Tory Peterson,1994.0,Harper Collins Publishers,http://images.amazon.com/images/P/0002199009.01.LZZZZZZZ.jpg,"This fifth edition is a guide to the birds of Britain and Europe. The
book includes an update of the maps and revision of the illustrations
to help in the identification of wild birds.",en,['Nature']
0002199793,10,Collins Pocket Guide to Stars and Planets,Ian Ridpath,1994.0,Trafalgar Square,http://images.amazon.com/images/P/0002199793.01.LZZZZZZZ.jpg,"Revised and updated, this guide features: monthly sky maps of the
nothern and southern hemispheres to enable recognition of the
constellations and stars throughout the year; descriptions of each of
the 88 constellations and their stars ...",en,['Nature']
0002200309,10,Seashore (Collins New Naturalist),Peter Hayward,2004.0,Collins,http://images.amazon.com/images/P/0002200309.01.LZZZZZZZ.jpg,"In this fascinating addition to the highly regarded New Naturalist
series, Peter Hayward brings the natural history of the seashore right
up to date",en,['Nature']
0002200813,0,Lichens (New Naturalist),Oliver Gilbert,2000.0,Trafalgar Square,http://images.amazon.com/images/P/0002200813.01.LZZZZZZZ.jpg,"&quot;The book starts by looking at how lichens have been used
throughout history in medicines, dyes, food and perfumes. It then goes
on to describe what lichens are, and how they grow and reproduce.",en,['Nature']
0002200821,0,Lichens (New Naturalist),Oliver Gilbert,2000.0,Trafalgar Square,http://images.amazon.com/images/P/0002200821.01.LZZZZZZZ.jpg,"&quot;The book starts by looking at how lichens have been used
throughout history in medicines, dyes, food and perfumes. It then goes
on to describe what lichens are, and how they grow and reproduce.",en,['Nature']
0002201402,0,British Bats (Collins New Naturalist),John D. Altringham,2003.0,Trafalgar Square,http://images.amazon.com/images/P/0002201402.01.LZZZZZZZ.jpg,"Bats are arguably the most successful and diverse mammals ever to
evolve.",en,['Nature']
0002201410,0,Moths (New Naturalist),Michael E. N. Majerus,2002.0,HarperCollins UK,http://images.amazon.com/images/P/0002201410.01.LZZZZZZZ.jpg,"Another volume in the New Naturalist series, this book is a
comprehensive account of the diverse natural history of these
fascinating and popular insects.",en,['Nature']
0002201453,0,Loch Lomondside,John Mitchell,2001.0,Trafalgar Square,http://images.amazon.com/images/P/0002201453.01.LZZZZZZZ.jpg,"For centuries, Loch Lomondside has been celebrated for its outstanding
scenery.",en,['Travel']
0002202107,0,HOUSE DOCTOR,Ann Maurice,2000.0,Trafalgar Square,http://images.amazon.com/images/P/0002202107.01.LZZZZZZZ.jpg,"House Doctor, presented by straight-talking Californian property
stylist Ann Maurice, has become compulsive viewing in the UK. Ann
gives practical, inexpensive advice on how to present any type of home
to the market in its best possible ...",en,['Fiction']
0002210967,10,"The black moon;: A novel of Cornwall, 1794-5",Winston Graham,1973.0,Collins,http://images.amazon.com/images/P/0002210967.01.LZZZZZZZ.jpg,"The birth of a son to Elizabeth and George Warleggan accentuates the
divide between the Poldark and Warleggan families. Meanwhile, Morwenna
Chynoweth&#39;s love for Drake Carne causes a new rift between George
and Ross.",en,['Cornwall (England : County)']
0002211890,8,The devil is loose,Graham Shelby,1973.0,Collins,http://images.amazon.com/images/P/0002211890.01.LZZZZZZZ.jpg,"This book tells of the rise to power of Richard the Lionheart and his
brother, John.",en,"['Civilization, Medieval']"
0002214067,10,King Cotton,Thomas Armstrong,1985.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002214067.01.LZZZZZZZ.jpg,"Beginning in the 1850s, this shows the effect of the American Civil
War on people in England, particularly in Lancashire.",en,['Cotton farmers']
0002216485,0,Puppet on a chain,Alistair MacLean,1969.0,Collins,http://images.amazon.com/images/P/0002216485.01.LZZZZZZZ.jpg,"Paul Sherman of Interpol&#39;s Narcotics Bureau flies to Amsterdam on
the trail of a dope king.",en,['Amsterdam (Netherlands)']
0002219476,0,The way to dusty death,Alistair MacLean,1973.0,Collins,http://images.amazon.com/images/P/0002219476.01.LZZZZZZZ.jpg,"Set in the violent, high-powered world of Grand Prix racing.",en,['Adventure stories']
0002222752,5,Goodbye California,Alistair MacLean,1977.0,Collins,http://images.amazon.com/images/P/0002222752.01.LZZZZZZZ.jpg,"The San Andreas fault runs through California and an earthquake is
possible at any time. It could be caused by the sun and solar winds,
or by gravitational forces. Or it could, quite simply, be triggered
off by man.",en,['Fiction in English']
0002224216,9,"The angry tide: A novel of Cornwall, 1798-9",Winston Graham,1977.0,Collins,http://images.amazon.com/images/P/0002224216.01.LZZZZZZZ.jpg,"The seventh novel in the acclaimed Poldark series Cornwall, towards
the end of the 18th century: Ross Poldark sits for the borough of
Truro as Member of Parliament - his time divided between London and
Cornwall, his heart divided about his ...",en,['Cornwall (England : County)']
0002226162,9,The stranger from the sea: A novel of Cornwall 1810-1811,Winston Graham,1981.0,Collins,http://images.amazon.com/images/P/0002226162.01.LZZZZZZZ.jpg,"For Clowance and Jeremy in particular, the children of Ross and
Demelza, Stephen&#39;s advent is the key to a new world - one of both
love and danger. This novel is set in early-19th-century Cornwall.",en,['Cornwall (England : County)']
000222674X,9,"Miller's Dance: A Novel of Cornwall, 1812-1813",Winston Graham,1982.0,Harper & Collins,http://images.amazon.com/images/P/000222674X.01.LZZZZZZZ.jpg,"At Nampara, the Poldark family finds the new year brings involvement
in unexpected ventures.",en,['Fiction']
0002228424,0,Kootenay Kidnapper,Eric Wilson,1984.0,Totem Books,http://images.amazon.com/images/P/0002228424.01.LZZZZZZZ.jpg,"Tom Austen tries to solve the mysterious secret that lurks in the
ruins of a lonely chost town in British Columbia.",en,['Juvenile Fiction']
0002233495,0,The cloning of Joanna May,Fay Weldon,1989.0,Collins,http://images.amazon.com/images/P/0002233495.01.LZZZZZZZ.jpg,"A novel about split personality, about the components of the self and
genetic engineering.",en,['Cloning']
0002233509,10,Darcys Utopia,Fay Weldon,1994.0,Harpercollins Uk,http://images.amazon.com/images/P/0002233509.01.LZZZZZZZ.jpg,"Two journalists, Hugo Vansitart and Valerie Jones, meet while
interviewing Eleanor Darcy, the notorious wife of the former economic
adviser to the Cabinet.",en,['Great Britain']
0002234947,0,Miss Hobbema Pageant,W.P. Kinsella,1990.0,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0002234947.01.LZZZZZZZ.jpg,"The outrageous pranks of Silas Ermineskin and Frank Fencepost in 14
tales of life on the Indian reserve. Nominated for the 1989 Leacock
Medal for Humour. Some strong language. Sequel to &quot;Fencepost
chronicles.&quot;",en,['Short stories']
0002237857,4,The Trojan Hearse,Brian Callison,1991.0,Trafalgar Square,http://images.amazon.com/images/P/0002237857.01.LZZZZZZZ.jpg,"By the author of T̀he bone collectors&#39;. Action-packed naval
adventure about deception, corruption and high-level piracy on a
German U-boat during a secret World War mission in the Atlantic.",en,['Adventure stories']
0002239183,10,Affliction,Fay Weldon,1994.0,Harpercollins Uk,http://images.amazon.com/images/P/0002239183.01.LZZZZZZZ.jpg,A novel about the perfect pair – or are they?,en,['Domestic fiction']
0002239213,0,Wicked women: A collection of short stories,Fay Weldon,1995.0,Flamingo,http://images.amazon.com/images/P/0002239213.01.LZZZZZZZ.jpg,Brilliant stories from the hyper-real world of Weldonia.,en,['Short stories']
0002240009,8,"One good story, that one: Stories",Thomas King,1993.0,HarperPerennial,http://images.amazon.com/images/P/0002240009.01.LZZZZZZZ.jpg,"The 10 stories in this collection are mischievously told, slyly
exposing the underside of Native-white relations.",en,['Canadian literature']
0002240114,9,The Dixon Cornbelt League and other baseball stories,W. P Kinsella,1993.0,HarperCollins,http://images.amazon.com/images/P/0002240114.01.LZZZZZZZ.jpg,"Shortstops who run with the wolves, painted eggs that reveal deeply
disturbing meanings, long-dead Hall of Famers who miraculously return
to the game, an Iowa minor-league town with a secret conspiracy: these
are the elements from which W. ...",en,['Base-ball - Récits canadiens-anglais']
0002241358,8,Cocaine nights,J. G Ballard,1996.0,Flamingo,http://images.amazon.com/images/P/0002241358.01.LZZZZZZZ.jpg,"Mystery novel which offers a disturbing vision of a society coming to
terms with a life of unlimited leisure.",en,['British']
0002243792,10,The Piano Man's Daughter,Timothy Findley,1995.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002243792.01.LZZZZZZZ.jpg,"Narrated by Charlie Kilworth, whose birth is an echo of his
mother&#39;s own illegitimate beginnings, The Piano Man&#39;s Daughter
is the lyrical, multilayered tale of Charlie&#39;s mother, Lily, his
grandmother Ede, and their family.",en,['Domestic fiction']
0002243806,7,The winter Helen dropped by: A novel,W. P Kinsella,1995.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002243806.01.LZZZZZZZ.jpg,"The story of Helen, a young Indian woman who drops by the O&#39;Day
farm, half-dead from exposure, and who leaves just as mysteriously as
she came.",en,['Alberta']
0002244705,0,Charity,Len Deighton,1996.0,HarperCollinsPublishers,http://images.amazon.com/images/P/0002244705.01.LZZZZZZZ.jpg,"Bernard Samson returns to Berlin in the final novel in the classic spy
trilogy, FAITH, HOPE and CHARITY",en,['Berlin (Germany)']
000224554X,0,Let Me Be the One,Elisabeth Harvor,1997.0,Harpercollins,http://images.amazon.com/images/P/000224554X.01.LZZZZZZZ.jpg,"Eight stories on women, mostly divorced.",en,['Fiction']
0002245663,8,Forms of Devotion: Stories and Pictures,Diane Schoemperlen,1998.0,Harpercollins Canada,http://images.amazon.com/images/P/0002245663.01.LZZZZZZZ.jpg,"A brilliant interplay between words and images informs this collection
of stories, in which devotion is explored in its many forms.",en,['Fiction']
000225056X,10,The International Garlic Cookbook,Publishers Staf Collins,1995.0,HarperCollins,http://images.amazon.com/images/P/000225056X.01.LZZZZZZZ.jpg,"Beautiful color photographs throughout bring this extraordinary
culinary collection to life.",en,['Cooking']
0002250780,0,Candles: Elements of the Table,Sara Slavin,1996.0,Collins Publishers,http://images.amazon.com/images/P/0002250780.01.LZZZZZZZ.jpg,"That&#39;s why the Elements of the Table series explores the magic
that can be created with the basic components of the table: candles,
linens, centerpieces, china, glassware and silver.",en,['House & Home']
0002250810,7,Santa Speaks: The Wit and Wisdom of Santas Across the Nation,Michael Patrick Collins,1995.0,Harpercollins,http://images.amazon.com/images/P/0002250810.01.LZZZZZZZ.jpg,"A humorous gift book relates the experiences and insights of forty men
who have played Santa Claus during the holiday season, from a cowboy
Santa in Minnesota to a sequined St. Nick in Las Vegas and a red-
leather-clad San Francisco biker ...",en,['Social Science']
0002250985,6,Breakfast in Bed : 90 Recipes for Creative Indulgences,Jesse Z. Cool,1997.0,HarperCollins,http://images.amazon.com/images/P/0002250985.01.LZZZZZZZ.jpg,"A cookbook of over 100 recipes for &#39;comfort food&#39; from
traditional croissant and scrambled eggs to more unusual dishes.",en,['Cooking']
0002251000,7,NBA: The Official Fan's Guide,Mark Vancil,1995.0,Harpercollins,http://images.amazon.com/images/P/0002251000.01.LZZZZZZZ.jpg,"A fans guide to the National Basketball Association, including
profiles on all twenty-nine teams, portraits of twenty-four of the
Association&#39;s greatest superstars, the history of the Association,
and more.",en,['Basketball']
0002251183,0,Christmas Around the World (Day in the Life Series),Matthew Naythons,1996.0,Harpercollins,http://images.amazon.com/images/P/0002251183.01.LZZZZZZZ.jpg,"Fifty photographers capture Christmas celebrations around the world,
documenting the holiday on six continents in locales as diverse as
Bosnia, Brazil, the Philippines, Lebanon, Las Vegas, Finland, and
Thailand",en,['Social Science']
0002251213,0,Ronald Reagan: The Wisdom and Humor of the Great Communicator,Ronald Reagan,1995.0,Harpercollins,http://images.amazon.com/images/P/0002251213.01.LZZZZZZZ.jpg,"A collection of excerpts from thousands of the former president&#39;s
speeches and public appearances",en,['United States']
0002251485,8,Love Isn't Easy (Passionate Peanuts),Charles M. Schulz,1996.0,Perennial Currents,http://images.amazon.com/images/P/0002251485.01.LZZZZZZZ.jpg,"Snoopy and the gang learn hard lessons about love and rejection in
excerpts from the &quot;Peanuts&quot; comic strip",en,['Humor']
0002251760,10,The Forgetting Room: A Fiction (Byzantium Book),Nick Bantock,1997.0,Harpercollins,http://images.amazon.com/images/P/0002251760.01.LZZZZZZZ.jpg,"Captivatingly imagined and genuinely memorable in its deeply personal
account of a man in search of himself, &quot;The Forgetting Room&quot;
is a handmade treasure, a seamless blend of artistry and language and
a tantalizing read.",en,['Fiction']
0002251892,6,Muhammad Ali in Perspective,Thomas Hauser,1996.0,Harpercollins,http://images.amazon.com/images/P/0002251892.01.LZZZZZZZ.jpg,"Provides a pictorial biography of the legendary boxer, capturing the
private life, sports career, and charm of the athlete known as
&quot;The Greatest&quot;",en,['Biography & Autobiography']
0002251930,0,Way Beyond Therapy (Peanuts at Work and Play),Charles M. Schulz,1996.0,Collins Publishers,http://images.amazon.com/images/P/0002251930.01.LZZZZZZZ.jpg,"This charming collection of &quot;Peanuts&quot; classics provides just
what the Doctor ordered -- a little advice, a little comfort, and a
good old-fashioned dose of laughter.",en,['Juvenile Fiction']
0002252066,10,Monet: The Artist Speaks,Claude Monet,1996.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002252066.01.LZZZZZZZ.jpg,"Quotations by Monet are accompanied by a selection of his paintings
and drawings.",en,['Art']
000225218X,0,'Tis the Season to Be Crabby (Festive Peanuts),Charles M. Schulz,1996.0,HarperEntertainment,http://images.amazon.com/images/P/000225218X.01.LZZZZZZZ.jpg,"Yes, the holidays are fun but no one can sustain the Christmas spirit
twenty-four hours a day! Laugh off the holiday grouchies with this
collection of classic Peanuts strips celebrating the lovable Scrooge
inside us all.",en,['Juvenile Fiction']
0002253178,8,Earthly Joys,Philippa Gregory,1998.0,Harpercollins,http://images.amazon.com/images/P/0002253178.01.LZZZZZZZ.jpg,"An advisor to King James I, Sir Robert Cecil relies on the practical
advice of John Tradescant, a loyal and talented gardener, who becomes
an eyewitness to the historical events that are shaping a turbulent
England on the brink of civil war ...",en,['Fiction']
0002253305,6,The biographer's moustache,Kingsley Amis,1995.0,Flamingo,http://images.amazon.com/images/P/0002253305.01.LZZZZZZZ.jpg,"Gordon Scott-Thompson, a struggling hack, has been commissioned to
write the biography of veteran novelist Jimmie Fane. It is a task
which proves to be fraught with extraordinary and unforseen
difficulties.",en,['Biographers']
0002253402,6,Anita and me,Meera Syal,1996.0,Indus,http://images.amazon.com/images/P/0002253402.01.LZZZZZZZ.jpg,"The prizewinning coming-of-age novel about a young Indian girl in
Northern England.",en,['Acculturation']
0002253984,0,A proper holiday,Ann Oakley,1996.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002253984.01.LZZZZZZZ.jpg,"Set against the background of momentous economic changes over the last
decade, this work examines the economic, political and social
circumstances that have led to the current crisis in rural
Newfoundland.",en,['English fiction']
0002255553,7,The boy in the moon,Kate O'Riordan,1997.0,Flamingo,http://images.amazon.com/images/P/0002255553.01.LZZZZZZZ.jpg,"A haunting examination of human strength and frailty set in rural
Ireland.",en,['Children']
0002255731,0,Mariana,Katherine Vaz,1997.0,Flamingo,http://images.amazon.com/images/P/0002255731.01.LZZZZZZZ.jpg,"Based on the true story of one of Europe&#39;s most notorious love
affairs, Mariana is the tale of a Portuguese nun who shocks her
convent by having an affair with a French soldier.",en,['American fiction']
000225669X,6,One Thousand Chestnut Trees,Mira Stout,1994.0,Harpercollins Publisher,http://images.amazon.com/images/P/000225669X.01.LZZZZZZZ.jpg,"The tumultuous history of Korea unfolds in this compelling story of a
young woman&#39;s search for her family roots -- and her own sense of
identity.",en,['East and West']
000225669x,0,One Thousand Chestnut Trees,Mira Stout,1994.0,Harpercollins Publisher,http://images.amazon.com/images/P/000225669X.01.LZZZZZZZ.jpg,"The tumultuous history of Korea unfolds in this compelling story of a
young woman&#39;s search for her family roots -- and her own sense of
identity.",en,['East and West']
0002256886,0,Araby,Gretta Mulrooney,1998.0,HarperCollins Publishers,http://images.amazon.com/images/P/0002256886.01.LZZZZZZZ.jpg,"Charts Rory Keenan&#39;s relationship with his larger than life,
hypochondriac mother.",en,['Domestic fiction']
0002256967,8,Eleventh Commandment,Jeffrey Archer,1994.0,Harper Collins Publishers,http://images.amazon.com/images/P/0002256967.01.LZZZZZZZ.jpg,"ELEVENTH COMMANDMENT Jeffrey Archer Connor Fitzgerald has an
impressive resume.",en,['Americans']
0002257122,0,Thunderbolt From Navarone,Sam Llewellyn,1998.0,HarperCollins,http://images.amazon.com/images/P/0002257122.01.LZZZZZZZ.jpg,A sequel to Alistair Maclain&#39;s &quot;Force 10 from Navarone&quot;.,en,['Adventure stories']
0002257378,0,Most Wanted,Jacquelyn Mitchard,1994.0,Harpercollins,http://images.amazon.com/images/P/0002257378.01.LZZZZZZZ.jpg,"From the author of The Deep End of the Ocean, The Most Wanted bursts
into life with the bright flash of a forest fire, in a story about the
unreasoning power of love.",en,['Female friendship']
0002258560,8,Is Shane MacGowan Still Alive?,Tim Bradford,2000.0,Flamingo,http://images.amazon.com/images/P/0002258560.01.LZZZZZZZ.jpg,"A book of Irish journies, both real and imagined, as the author
(believing himself to be an East Midlands version of Jack Kerouac)
sits in pubs and listens to old men&#39;s stories, laughs at and falls
in love with mad Irishwomen, sings ...",en,['Ireland']
0002258579,7,Resurrection Club,Christopher Wallace,1999.0,Harpercollins Uk,http://images.amazon.com/images/P/0002258579.01.LZZZZZZZ.jpg,"Mediocre PR consultant Charles Kidd might just have found his meal
ticket in charming new client Peter Dexter&#39;s plans for the
Edinburgh Festival. But Dexter&#39;s polished performance cloaks a
more sinister, manipulative purpose.",en,['Body snatching']
0002258587,0,The Pirate,Christopher Wallace,2001.0,Flamingo,http://images.amazon.com/images/P/0002258587.01.LZZZZZZZ.jpg,"&quot;Leaving behind a dowdy northern winter for the warming delights
of the French Riviera, Martin and his three student friends soon find
their feet, turning a tidy profit as beach-bum salesmen and taking to
the joys of life by the ...",en,['Dropouts']
000225929X,10,MARBLE HEART,Gretta Mulrooney,2000.0,Flamingo,http://images.amazon.com/images/P/000225929X.01.LZZZZZZZ.jpg,"Joan is a carer, employed to look after the invalid Nina Rawle, who
has a tangled past in Northern Ireland, in which a single act of
political passion played a destructive role.",en,['Fiction']
