isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0590865420,0,A Wizard's Dozen: Stories of the Fantastic,Michael Stearns,1996.0,Scholastic,http://images.amazon.com/images/P/0590865420.01.LZZZZZZZ.jpg,"Twelve stories place everyday kids in all kinds of magical trouble
that pits them against everything from dragons and wizards to fairies
and giants, in a collection that includes contributions by Patricia
Wrede and Jane Yolen. Reprint. SLJ.",en,"[""Children's stories.""]"
0590865986,0,"Keep Out, Pony!  (Pony Pals No. 12)",Jeanne Betancourt,1996.0,Scholastic,http://images.amazon.com/images/P/0590865986.01.LZZZZZZZ.jpg,"When a shortcut trail between Pam&#39;s backyard to Anna and
Lulu&#39;s pony paddock is blocked by a neighbor&#39;s new sheep pen,
the girls fear that Pam will be left out of future Pony Pal
excursions. Original.",en,['Juvenile Fiction']
0590866001,10,The Girl Who Hated Ponies (Pony Pals No. 13),Jeanne Betancourt,1997.0,Scholastic,http://images.amazon.com/images/P/0590866001.01.LZZZZZZZ.jpg,"Visiting the Pony Pals for the weekend, Melissa Prince claims to hate
ponies and seems to care about nothing except her hair and clothes,
until a surprise snowstorm and pony makeover party brings about
unexpected changes.",en,['Juvenile Fiction']
059086632X,9,The Blind Pony (Pony Pals No. 15),Jeanne Betancourt,1997.0,Scholastic,http://images.amazon.com/images/P/059086632X.01.LZZZZZZZ.jpg,"The Pony Pals are faced with the challenge of helping a friend deal
with her pony going blind. They each learn a lesson about taking care
of a pony and the importance of telling the truth.",en,['Blindness']
0590866338,0,The Case of the Mystery Ghost (Clue Jr.),Della Rowland,1996.0,Scholastic,http://images.amazon.com/images/P/0590866338.01.LZZZZZZZ.jpg,"In this set of short, illustrated mysteries, members of the Clue Club
take young sleuths on lots of fun adventures.",en,['Clue (Game)']
0590866354,0,The Case of the Karate Chop (Clue Jr.),Parker C. Hinter,1997.0,Little Apple,http://images.amazon.com/images/P/0590866354.01.LZZZZZZZ.jpg,"Eight short, illustrated mysteries include the Case of the Different
Fish at the pet store, the Case of the Extra Clue at a treasure hunt,
and a mystery at the local school yard. Original.",en,['Detective and mystery stories']
0590869876,5,Monster of the Month Club,Dian Curtis Regan,1995.0,scholastic Apple Paperbacks,http://images.amazon.com/images/P/0590869876.01.LZZZZZZZ.jpg,"Thirteen-year-old Rilla&#39;s life becomes chaotic when someone
anonymously enrolls her in the Monster of the Month Club and little
living monsters start to arrive in the mail.",en,['Monsters']
0590870157,0,My Garden (Beginning Literacy),Jesse S. Ostrow,1994.0,Scholastic,http://images.amazon.com/images/P/0590870157.01.LZZZZZZZ.jpg,A young boy guides the reader through his garden.,en,['Gardens']
059087585X,9,Remembering the Titanic,Diane Hoh,1998.0,Scholastic,http://images.amazon.com/images/P/059087585X.01.LZZZZZZZ.jpg,"The survivors of the Titanic shipwreck struggle to get on with their
lives after the pain and sadness of that disastrous night.",en,['Juvenile Nonfiction']
0590876120,0,The Littles and Their Amazing New Friend (Littles),John Peterson,1999.0,Scholastic,http://images.amazon.com/images/P/0590876120.01.LZZZZZZZ.jpg,"On a hill above the Big Valley, the Littles make a discovery that
changes their world--tiny people are living in the forest up there!",en,['Juvenile Fiction']
0590877356,6,Survival (Remnants),K. A. Applegate,2003.0,Apple Paperbacks (Scholastic),http://images.amazon.com/images/P/0590877356.01.LZZZZZZZ.jpg,"The best-selling author of ANIMORPHS and EVERWORLD presents a fresh,
exciting, and gritty science-fiction series that combines a little
2001, a little Armageddon, and a whole lot of action!",en,['Juvenile Fiction']
0590877542,5,"Enter the Enchanted (Everworld, 3)",K. A. Applegate,1999.0,Scholastic,http://images.amazon.com/images/P/0590877542.01.LZZZZZZZ.jpg,"When a group of friends travels to the Everworld, their perceptions of
everything around them is altered and distorted in this fantastical
tale for young adults. Original. 325,000 first printing.",en,['Juvenile Fiction']
0590877607,10,"Realm of the Reaper (Everworld, 4)",K. A. Applegate,1999.0,Scholastic,http://images.amazon.com/images/P/0590877607.01.LZZZZZZZ.jpg,"In the fourth installment of a spine-tingling series that has seen
April, Jalil, David, and Christopher take on Vikings, trolls, Aztecs,
and dragons, the group is about to discover the true opposite of
heaven. Original.",en,['Juvenile Fiction']
059087764X,10,Fear the Fantastic (Everworld),K. A. Applegate,2000.0,Scholastic,http://images.amazon.com/images/P/059087764X.01.LZZZZZZZ.jpg,"Christopher and his companions manage to escape from Fairy Land only
to land in Olympus, the section of Everworld where the ancient Greek
gods live, which is about to become the latest target of the insect-
like forces of Ka Anor, the god ...",en,['Juvenile Fiction']
0590878549,0,"Brave the Betrayal (Everworld, 8)",K. A. Applegate,2000.0,Scholastic,http://images.amazon.com/images/P/0590878549.01.LZZZZZZZ.jpg,"Jalil, David, Christopher, and April must defend themselves against a
group of transplanted aliens whose aim is to combine textbook
information with their own technology to devise new and frightening
weapons.",en,['Juvenile Fiction']
0590878557,0,"Inside the Illusion (Everworld, 9)",K. A. Applegate,2000.0,Scholastic,http://images.amazon.com/images/P/0590878557.01.LZZZZZZZ.jpg,"Senna, the girl whom David, Christopher, April, and Jalil followed
into the Everworld, offers her own account of growing up among humans
and of her search for her mother in an Egypt ruled by Amazon warriors.",en,['Juvenile Fiction']
0590879863,0,"Understand the Unknown (Everworld, 10)",K. A. Applegate,2000.0,Scholastic,http://images.amazon.com/images/P/0590879863.01.LZZZZZZZ.jpg,"While returning to Mount Olympus to help the gods against Ka Anor,
David and his friends fall afoul of mighty Neptune, and discover more
than they would like about the lost city of Atlantis.",en,['Juvenile Fiction']
059087988X,5,"Mystify the Magician (Everworld, 11)",K. A. Applegate,2001.0,Scholastic,http://images.amazon.com/images/P/059087988X.01.LZZZZZZZ.jpg,"The kids end up in Eire, which is populated with giants, leprechauns,
and the inevitable gods.",en,['Juvenile Fiction']
0590879928,0,"Playing With Fire (Hear No Evil , No 6)",Kate Chester,1997.0,Point,http://images.amazon.com/images/P/0590879928.01.LZZZZZZZ.jpg,"Rescuing a little boy from a house fire, Sara becomes an overnight
hero and the target of an arsonist, who is angered that Sara&#39;s
actions have taken the attention away from him. Original.",en,['Arson']
0590879979,10,"The Mayflower Project (Remnants, No 1)",Katherine A. Applegate,2001.0,Scholastic,http://images.amazon.com/images/P/0590879979.01.LZZZZZZZ.jpg,"Follows a group of eighty people chosen to board a revamped space
shuttle set to leave Earth before an astroid destroys it and
everything on it, but no one knows if their plan will work, or where
they will end up even if it does.",en,['Juvenile Fiction']
0590880071,0,You're Invited to Mary-Kate and Ashley's Sleepover Party (Mary-Kate & Ashley Olsen Series),Ann Ellis,1996.0,Scholastic,http://images.amazon.com/images/P/0590880071.01.LZZZZZZZ.jpg,"Fearing that their sleepover party will be ruined if the reluctant
Brighton leaves, Mary-Kate and Ashley prepare music, games, scary
stories, and party favors to encourage Brighton to stay overnight.",en,['Parties']
059088008X,9,"The Case of the U. S. Space Camp Mission (The Adventures of Mary-Kate & Ashley, No 4)",Scholastic Staff,1996.0,Scholastic,http://images.amazon.com/images/P/059088008X.01.LZZZZZZZ.jpg,"While visiting the U.S. Space Camp, Mary-Kate and Ashley search for
clues that will explain why the space shuttle was covered with
hundreds of mysterious holes.",en,['Astronauts']
0590880098,0,"The Case of the Christmas Caper: A Novelization (Adventures of Mary-Kate and Ashley, No 5)",Jean Waricha,1996.0,Scholastic,http://images.amazon.com/images/P/0590880098.01.LZZZZZZZ.jpg,"When the &quot;Spirit,&quot; a special airplane filled with gifts,
goes missing from ELF Airlines on Christmas Eve, Trenchcoat Twins
Mary-Kate and Ashley seek out a villain who would spoil the season for
kids all over the world. Original.",en,"[""Children's stories""]"
0590880136,0,"The Case of the Hotel Who-Done-It: A Novelization (Adventures of Mary-Kate & Ashley, No 7)",Laura O'Neil,1997.0,Scholastic,http://images.amazon.com/images/P/0590880136.01.LZZZZZZZ.jpg,"In Hawaii on vacation, the girls chase down the thief who stole their
mother.",en,"[""Children's stories""]"
0590880144,9,"The Case of the Volcano Mystery: A Novelization (Adventures of Mary-Kate & Ashley, No 8)",Carol Thompson,1997.0,Scholastic,http://images.amazon.com/images/P/0590880144.01.LZZZZZZZ.jpg,"Exploring the Mexican jungle, Mary-Kate and Ashley meet three miners
who think they are being chased by a monster, and seeking to disprove
the monster&#39;s existence, the twins discover strange, snow-covered
footprints. Original.",en,"[""Children's stories""]"
059088025X,5,There's a Tarantula in My Homework (Little Apple),Susan Clymer,1997.0,Apple,http://images.amazon.com/images/P/059088025X.01.LZZZZZZZ.jpg,"After Micah&#39;s class adopts a tarantula as the new class pet, a
mysterious chain of vanishing treats keeps everyone guessing, until
the hungry culprit is finally discovered. Original.",en,['Juvenile Fiction']
0590880268,5,There's a Frog in My Sleeping Bag,Susan Clymer,1998.0,Little Apple Books (Scholastic),http://images.amazon.com/images/P/0590880268.01.LZZZZZZZ.jpg,"When a trickster begins playing pranks on the third-grade class at
Camp Buffalo, Janna becomes determined to find out who it is before
another frog shows up in her sleeping bag. Original.",en,['Juvenile Fiction']
0590880748,10,"Destination Unknown (Remnants, 2)",K. A. Applegate,2001.0,Scholastic,http://images.amazon.com/images/P/0590880748.01.LZZZZZZZ.jpg,"When the world ended, eighty people were given the chance for
survival.",en,['Juvenile Fiction']
0590880780,10,"Them (Remnants, 3)",K. A. Applegate,2001.0,Scholastic,http://images.amazon.com/images/P/0590880780.01.LZZZZZZZ.jpg,"A stranded group of humans on a strange planet begin to war against
one another after a strange series of discoveries.",en,['Juvenile Fiction']
0590881299,0,The Magic School Bus: Hello Out There : A Sticker Book About the Solar System,Joanna Cole,1995.0,Scholastic,http://images.amazon.com/images/P/0590881299.01.LZZZZZZZ.jpg,"The reader can use stickers to decorate the Magic School Bus, as Ms.
Frizzle&#39;s class travels in space.",en,['Astronomy']
0590881930,10,Nowhere Land (Remnants (Paperback)),K. A. Applegate,2002.0,Scholastic,http://images.amazon.com/images/P/0590881930.01.LZZZZZZZ.jpg,"Jobs, 2Face, Mo&#39;Steel and the others discover that the ship they
are now living on is trying to destroy them through beautiful,
horrifying, and dangerous images, and the only way the Remnants can
stay alive is by working together.",en,['Juvenile Fiction']
0590881949,7,"Mutation (Remnants, 5)",K. A. Applegate,2002.0,Apple Paperbacks (Scholastic),http://images.amazon.com/images/P/0590881949.01.LZZZZZZZ.jpg,"While exploring, Mo&#39; Steel and Billy Weir meet Kubric DiSalvo,
whose skin has been replaced with a transparent plastic covering by
the ship, and meanwhile Yago and Jobs find themselves caught in a
computer-generated sea battle.",en,['Juvenile Fiction']
0590881957,6,"Breakdown (Remnants, 6)",K. A. Applegate,2002.0,Scholastic,http://images.amazon.com/images/P/0590881957.01.LZZZZZZZ.jpg,"Escaping earth&#39;s destruction by an asteroid, the Remnants find
themselves captive on a ship controlled by a computer called Mother
who wants them to battle it&#39;s enemies, but who is the real enemy?",en,['Juvenile Fiction']
0590881965,5,"Isolation (Remnants, 7)",K. A. Applegate,2002.0,Scholastic,http://images.amazon.com/images/P/0590881965.01.LZZZZZZZ.jpg,"As the three Remnants factions attempt to gain control of Mother, the
computer that runs the ship they depend on for survival, their battle
propels them to a shocking realization, and to the discovery of new
enemies.",en,['Juvenile Fiction']
0590882732,4,"Mother, May I? (Remnants, 8)",K. A. Applegate,2002.0,Scholastic Paperbacks,http://images.amazon.com/images/P/0590882732.01.LZZZZZZZ.jpg,"Convinced that he has discovered part of Earth, Jobs tries to persuade
Billy and the others to alter the ship&#39;s course and thus break the
Big Compromise.",en,['Juvenile Fiction']
0590884921,3,"No Place Like Home (Remnants, Book 9)",K. A. Applegate,2002.0,Scholastic Paperbacks,http://images.amazon.com/images/P/0590884921.01.LZZZZZZZ.jpg,"The Remnants want to stop the constant fighting, but their dreams of
peace are shattered by a horrifying new weapon held by the Blue
Meanies, meanwhile, Jobs is troubled by the existence of an unknown
stranger walking among them.",en,['Juvenile Fiction']
0590884948,2,"Lost and Found (Remnants, Book 10)",K. A. Applegate,2002.0,Scholastic Paperbacks,http://images.amazon.com/images/P/0590884948.01.LZZZZZZZ.jpg,"After a devastating asteroid hits the planet Earth, and after the
Remnants have been asleep for five hundred years, they wish to revisit
their home, but a compromise with the aliens needs to be broken in
order for this to happen.",en,['Juvenile Fiction']
0590884956,0,"Dream Storm (Remnants, Book 11)",K. A. Applegate,2003.0,Scholastic Paperbacks,http://images.amazon.com/images/P/0590884956.01.LZZZZZZZ.jpg,"The earth has been destroyed by an asteroid, but the Remnants are back
after 500 years, trying to survive the new harsh environment despite a
lack of food and water, terrible storms, enemies at their feet, and
dreams plaguing their minds.",en,['Juvenile Fiction']
0590897454,0,Kindertransport,Olga Levy Drucker,1996.0,"Scholastic, Inc",http://images.amazon.com/images/P/0590897454.01.LZZZZZZZ.jpg,"The author describes the circumstances in Germany after Hitler came to
power that led to the evacuation of many Jewish children to England
and her experiences as a young girl in England during World War II.",en,['Germany']
0590897985,10,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998.0,Hyperion Books for Children,http://images.amazon.com/images/P/0590897985.01.LZZZZZZZ.jpg,"After rescuing an adolescent girl from the sea, researchers learn she
has been raised by dolphins and attempt to rehabilitate her to the
human world.",en,['Juvenile Fiction']
0590897993,10,Bat 6,Virginia Euwer Wolff,1998.0,Scholastic,http://images.amazon.com/images/P/0590897993.01.LZZZZZZZ.jpg,"Photographs and text present an up-close look at varied aspects of the
lives of professional basketball players, from pre-game preparations,
practice, game action, signing autographs, and more.",en,['Basketball']
0590898000,8,Bat 6,Virginia Euwer Wolff,2000.0,Scholastic Signature,http://images.amazon.com/images/P/0590898000.01.LZZZZZZZ.jpg,"Bat 6an annual softball game between two rivalrous teams of sixthgrade
girlsexplodes catastrophically in 1948 because of the prejudice
surrounding two new girls who are &quot;different.&quot; Reprint.",en,['Juvenile Fiction']
0590898248,0,Schmoe White and the Seven Dorfs (Happily Ever Laughter),Mike Thaler,1997.0,Cartwheel Books (Scholastics),http://images.amazon.com/images/P/0590898248.01.LZZZZZZZ.jpg,"A retelling of the classic Snow White fairy tale, with Schmoe White
joining the rock group called the Seven Dorfs",en,['Fairy tales.']
0590906100,5,Jumanji: A Storybook (Storybook),A. L. Singer,1995.0,Scholastic Paperbacks (T),http://images.amazon.com/images/P/0590906100.01.LZZZZZZZ.jpg,"Trapped in an extraordinary world after starting, but failing to
complete, the mysterious game &quot;Jumanji,&quot; a young boy is
discovered twenty-five years later by two children who share in his
remarkable adventures.",en,['Board games']
0590907182,6,"The Vanishing Vampire (The Accidental Monsters , No 1)",David Lubar,1997.0,Scholastic,http://images.amazon.com/images/P/0590907182.01.LZZZZZZZ.jpg,"Sebastian is turned into a vampire when he walks home from the movies
one night.",en,['Vampires']
0590907239,10,Memories of Anne Frank: Reflections of a Childhood Friend,Alison Leslie Gold,1999.0,Polaris,http://images.amazon.com/images/P/0590907239.01.LZZZZZZZ.jpg,"Recounts the story of Hannah Goslar, a close friend of Anne Frank and
one of the last to see her alive.",en,['Juvenile Nonfiction']
059090728X,0,Triplet Trouble and the Cookie Contest (Triplet Trouble),Debbie Dadey,1996.0,Scholastic,http://images.amazon.com/images/P/059090728X.01.LZZZZZZZ.jpg,"When the Tucker Triplets start to brag about who can make the best
cookies, Sam knows that big trouble is on the way and becomes involved
in a mess-making, cookie-baking contest that Mr. Parker says is
missing a key ingredient. Original.",en,['Baking']
0590907298,0,Triplet Trouble and the Pizza Party (Triplet Trouble),Debbie Dadey,1996.0,Scholastic,http://images.amazon.com/images/P/0590907298.01.LZZZZZZZ.jpg,"When Mr. Parker promises his second-grade class that they will win a
pizza party if they behave themselves, Sam fears that the
irrepressible Tucker triplets will spoil everything, especially when
Alex Tucker decides to throw her own party.",en,['Parties']
0590907301,0,Triplet Trouble and the Class Trip (Triplet Trouble),Debbie Dadey,1997.0,Apple,http://images.amazon.com/images/P/0590907301.01.LZZZZZZZ.jpg,"Worried that their class trip to the museum will be boring, Alex
Tucker leads fellow triplets Ashley and Adam away from the group for
their own private tour.",en,['Juvenile Fiction']
059090731X,0,Triplet Trouble and the Bicycle Race (Triplet Trouble),Debbie Dadey,1997.0,Scholastic Paperbacks,http://images.amazon.com/images/P/059090731X.01.LZZZZZZZ.jpg,"Mr. Parker&#39;s second-grade class is very excited about an upcoming
bike race, and while the Tucker triplets feel certain of winning,
their harrassed classmates remain skeptical.",en,['Bicycle racing']
0590920685,10,Ella Enchanted,Gail Carson Levine,1997.0,Scholastic Books,http://images.amazon.com/images/P/0590920685.01.LZZZZZZZ.jpg,"In this novel based on the story of Cinderella, Ella struggles against
the childhood curse that forces her to obey any order given to her.",en,['Best books for young adults (Fiction)']
0590921525,0,Five Goofy Ghosts (Hello Reader! Level 4 (Paperback)),Judith Bauer Stamper,1997.0,Scholastic,http://images.amazon.com/images/P/0590921525.01.LZZZZZZZ.jpg,"Five ghost stories blend spookiness and humor by taking young readers
into the worlds of quirky ghosts and complementing each tale with
funny twists. Original.",en,['Juvenile Fiction']
0590921541,0,Five Creepy Creatures (Hello Reader Level 4),Judith Bauer Stamper,1998.0,Cartwheel Books,http://images.amazon.com/images/P/0590921541.01.LZZZZZZZ.jpg,A collection of five easy-to-read stories about creepy creatures.,en,"[""Children's stories, American.""]"
0590921568,9,The Magic School Bus Out of This World: A Book About Space Rocks (Magic School Bus),Jackie Posner,1996.0,Scholastic,http://images.amazon.com/images/P/0590921568.01.LZZZZZZZ.jpg,"When Walker Elementary is threatened by a hurtling space rock, Ms.
Frizzle and her students launch a field trip into outer space aboard a
transformed Magic School Bus space ship, where they learn about
asteroids, comets, and more.",en,['Juvenile Nonfiction']
0590921584,9,The Magic School Bus Ups and Downs: A Book About Floating and Sinking (Magic School Bus),Jane B. Mason,1997.0,Scholastic,http://images.amazon.com/images/P/0590921584.01.LZZZZZZZ.jpg,Reveals why things float or sink,en,['Juvenile Nonfiction']
0590921622,9,Clifford's First Valentine's Day,Norman Bridwell,1997.0,Scholastic,http://images.amazon.com/images/P/0590921622.01.LZZZZZZZ.jpg,"Emily Elizabeth tells about Clifford&#39;s first Valentine&#39;s Day
when he was still a tiny puppy. Clifford goes to the post office with
Emily Elizabeth to mail valentines and gets lost in the carts full of
letters.",en,['Juvenile Nonfiction']
0590921665,9,Help!: I'm Trapped in the President's Body,Todd Strasser,1997.0,Scholastic,http://images.amazon.com/images/P/0590921665.01.LZZZZZZZ.jpg,"When the President of the United States visits Jake Sherman&#39;s
school, a crazy body-switching machine goes off by mistake. Look out
America--Jake&#39;s in charge!",en,['Schools']
0590921673,9,Help! I'm Trapped in My Sister's Body (Help! I'm Trapped (Paperback)),Todd Strasser,1997.0,Apple,http://images.amazon.com/images/P/0590921673.01.LZZZZZZZ.jpg,"Jake Sherman has led his online pen pal into falsely believing that he
is a star athlete, but now that his pen pal is coming to visit he must
switch bodies with someone who is good in sports--his sister.",en,['Brothers and sisters']
0590922343,0,The Magic School Bus Spins a Web: A Book About Spiders (Magic School Bus),Joanna Cole,1997.0,Scholastic,http://images.amazon.com/images/P/0590922343.01.LZZZZZZZ.jpg,"The Magic School Bus turns into a giant spider and Ms. Frizzle&#39;s
class learns all about spiders and how they use their webs to trap
their prey.",en,['Juvenile Fiction']
0590922424,8,The Magic School Bus Shows and Tells: A Book About Archaeology (Magic School Bus),Jackie Posner,1997.0,Scholastic,http://images.amazon.com/images/P/0590922424.01.LZZZZZZZ.jpg,"Ms. Frizzle and the gang travel back in time to the origins of an
artifact and learn what it&#39;s like to be an archaeologist.",en,['Archaeology']
0590922637,0,The Adventures of Pinocchio,M. J. Carr,1996.0,Scholastic Paperbacks,http://images.amazon.com/images/P/0590922637.01.LZZZZZZZ.jpg,"Pinocchio, a mischievous wooden puppet with a talent for getting into
and out of trouble, wants to be a real boy more than anything else in
the world.",en,['Fantastic fiction.']
0590926063,0,"Kristy and the Copycat (Baby-Sitters Club, 74)",Ann M. Martin,1997.0,Scholastic,http://images.amazon.com/images/P/0590926063.01.LZZZZZZZ.jpg,"When Kristy reluctantly takes part in a hazing prank for her softball
team, she worries that her little stepsister, Karen, will find out the
truth and think badly of her.",en,['Juvenile Fiction']
0590926675,10,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",Barry Denenberg,1997.0,Scholastic,http://images.amazon.com/images/P/0590926675.01.LZZZZZZZ.jpg,"In the diary account of her journey from Ireland in 1847 and of her
work in a mill in Lowell, Massachusetts, fourteen-year-old Mary
reveals a great longing for her family.",en,['Juvenile Fiction']
0590927132,5,The Complete Guide to the Baby-Sitters Club (Baby-Sitters Club Portrait Collection),Ann M. Martin,1996.0,Scholastic,http://images.amazon.com/images/P/0590927132.01.LZZZZZZZ.jpg,"A guide to the popular series contains a map of Stoneybrook, along
with eight sections of facts about the club, the club&#39;s members,
and the families of Stoneybrook.",en,['Juvenile Fiction']
0590929534,10,We Love the Dirt (Hello Reader. Level 1),Tony Johnston,1997.0,Cartwheel Books,http://images.amazon.com/images/P/0590929534.01.LZZZZZZZ.jpg,"The people, animals, and objects on the farm explain their
relationship with the dirt, which is used and needed by all.",en,['Farm life']
