isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0812549066,7,"Against the Wind (Blood of Ten Chiefs, No 4)",Richard Pini,1990.0,Tor Books,http://images.amazon.com/images/P/0812549066.01.LZZZZZZZ.jpg,"The ongoing saga of the Ten Chiefs follows the adventures of the four-
fingered elves, who bond together with the wolves to remain free from
the five-fingered humans",en,['Fiction']
0812549082,10,Mainline,Deborah Christian,1997.0,Tor Science Fiction,http://images.amazon.com/images/P/0812549082.01.LZZZZZZZ.jpg,"Reva has the unique ability to see different lines of causality spread
out before her. When she chooses any one of them, the other
possibilities fade into nothingness and the new reality becomes her
Mainline.",en,['Fiction']
0812549147,0,Aces and Eights,Loren D. Estleman,1998.0,Forge Books,http://images.amazon.com/images/P/0812549147.01.LZZZZZZZ.jpg,"Recounts the trial of Jack McCall, the man hanged for the murder of
Wild Bill Hickok",en,['Fiction']
0812549163,0,Journey of the Dead,Loren D. Estleman,1999.0,Forge Books,http://images.amazon.com/images/P/0812549163.01.LZZZZZZZ.jpg,"Two witness to the turbulent evolution of the wild frontier tell their
stories--one an ancient Spanish alchemist searching for the secrets of
the old gods, and the other, the fabled Pat Garrett, who killed his
poker buddy, Billy the Kid.",en,['Fiction']
0812549228,0,One Hundred Girls' Mother (Women of the West Novels (Paperback Forge)),Lenore Carroll,2001.0,Forge,http://images.amazon.com/images/P/0812549228.01.LZZZZZZZ.jpg,"She becomes Lo Mo -- one hundred girls&#39; mother. This is her story,
a true story of courage, strength, faith, and devotion.",en,['Fiction']
0812549279,0,A Wizard in Midgard,Christopher Stasheff,1999.0,Tor Books (Mm),http://images.amazon.com/images/P/0812549279.01.LZZZZZZZ.jpg,The Chronicles of the Rogue Wizard continue.,en,['Fiction']
0812549287,2,A Wizard in Chaos (Rogue Wizard),Christopher Stasheff,1999.0,Tor Books,http://images.amazon.com/images/P/0812549287.01.LZZZZZZZ.jpg,"Under the name of Gar Pike, renegade psychic wizard Magnus
D&#39;Armand and his companion, Dirk DuLaine, travel the stars
fighting injustice and oppression, but when Dirk finds someone with
whom to settle down, he leaves Gar by himself to fight ...",en,['Fiction']
0812549295,10,The Wood Wife (Tor Fantasy),Terri Windling,1997.0,Tor Books,http://images.amazon.com/images/P/0812549295.01.LZZZZZZZ.jpg,"Maggie Black leaves behind her fashionable West Coast life to pursue
her passion and dreams in the Southwestern desert, reading the secrets
of her late mentor, the acclaimed poet Dennis Cooper, and learning
about the desert&#39;s wild, ancient ...",en,['Fiction']
0812549317,0,Return to the House of Usher,Robert Poe,1997.0,Tor Books,http://images.amazon.com/images/P/0812549317.01.LZZZZZZZ.jpg,"John Charles Poe, a small-town reporter in Crowley, Virginia, drinks a
lot of bourbon and works because he doesn&#39;t have to. The heir to
the family fortune, he has just received the most unusual part of the
Poe legacy-the casket.",en,['Fiction']
0812549333,9,"Wind from a Foreign Sky (The Tielmaran Chronicles, Book 1)",Katya Reimann,1997.0,Tor Books,http://images.amazon.com/images/P/0812549333.01.LZZZZZZZ.jpg,"Gaultry enjoyed the simple, pastoral life of a hedge witch, where her
most daunting task was to travel to the nearby village to purchase
supplies.",en,['Fiction']
0812549341,0,"A Tremor in the Bitter Earth (The Tielmaran Chronicles, Book 2)",Katya Reimann,1999.0,Tor Books,http://images.amazon.com/images/P/0812549341.01.LZZZZZZZ.jpg,"When agents of the Bissanty Empire kidnap young Gaultry Blas and her
twin sister in a plot to seize control of Tielmark, Gaultry uses her
woods magic to thwart the terrible plot, but her short-lived peace is
shattered by a horrifying ...",en,['Fiction']
0812549376,0,Down Town,Viido Polikarpus,1987.0,Tor Books,http://images.amazon.com/images/P/0812549376.01.LZZZZZZZ.jpg,"Separated from his mother, young Cary finds himself in Downtown, a
place beneath the streets of New York City where discarded people,
places, and things live on, and takes Allie, a gamin of Downtown, as
his companion",en,['Fiction']
0812549422,0,"Goa (Blood of the Goddess, No 1)",Kara Dalkey,1997.0,Tor Books (Mm),http://images.amazon.com/images/P/0812549422.01.LZZZZZZZ.jpg,"Entrusted with an important task that will take him into the perilous
waters of East Africa and India, apothecary&#39;s assistant Thomas
Chinnery is alarmed when the ship&#39;s captain turns pirate. Reprint.",en,['Fiction']
