isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0517123347,7,Three Complete Novels/Brainchild/Nathaniel/the God Project: A New Collection of Three Complete Novels,John Saul,1995.0,Wings,http://images.amazon.com/images/P/0517123347.01.LZZZZZZZ.jpg,"A trio of popular novels follow themes of terror and suspense by a
best-selling horror writer, in such works as The God Project,
Nathaniel, and Brainchild.",en,['Fiction']
0517123525,0,"Wing Tips: How to Deal With Airline Delays, Cursed Cancellations, Lamentably Lost Luggage and Any Unexpected Adversity and Still Keep Smiling",Allen Klein,1996.0,Outlet Books Company,http://images.amazon.com/images/P/0517123525.01.LZZZZZZZ.jpg,"Provides airline passengers with practical tools, funny and
inspirational stories, wise and witty quotes, and valuable advice for
happier and hassle-free flights, offering tips on getting the cheapest
fares, fastest routes, and most ...",en,"['Aeronautics, Commercial']"
0517123584,0,A Comprehensive Dictionary of the Gods,Anne S. Baumgartner,1995.0,Outlet Books Company,http://images.amazon.com/images/P/0517123584.01.LZZZZZZZ.jpg,"Summary: A quick and concise portrait of a gallery of gods and
goddesses from a wide array of civilizations including Greek, Roman,
Chinese, Indian, Native American, Semitic, Egyptian, and more.",en,['Religion']
0517123967,9,Irish Wonders,D.R. JR MCANALLY,1996.0,Gramercy,http://images.amazon.com/images/P/0517123967.01.LZZZZZZZ.jpg,"Celtic lore holds a wealth of colorful characters beyond the famed
leprechaun.",en,['History']
051712405X,0,Bread Machine Baker,ELIZABETH HARBISON,2001.0,Gramercy,http://images.amazon.com/images/P/051712405X.01.LZZZZZZZ.jpg,"Enjoy the tantalizing taste and aroma of homemade bread from your own
kitchen with easy bread machine recipes, including: -Sally Lunn Bread
-Challah -Chili Corn and Cheese Bread -Brioche -Mint and Yogurt Bread
-Oregano Parmesan Cheese Bread ...",en,['Cooking']
0517124475,6,100 Years of American Newspaper Comics: An Illustrated Encyclopedia,Maurice Horn,1996.0,Gramercy Books,http://images.amazon.com/images/P/0517124475.01.LZZZZZZZ.jpg,"Alphabetically arranged essays cover every important strip in the
history of newspaper comics, with information on years of publication,
syndicate, artists and writers, and synopses of typical plots",en,['Humor']
0517136708,7,50 Great Ghost Stories,John Canning,1988.0,Bell Pub. Co.,http://images.amazon.com/images/P/0517136708.01.LZZZZZZZ.jpg,"Headless queens, phantom lovers, and assorted hauntings comprise this
macabre collection of international ghost tales",en,['Ghost stories']
0517141418,0,Around the World in Eighty Days (Derrydale Children's Library),Jules Verne,1995.0,Gramercy Books,http://images.amazon.com/images/P/0517141418.01.LZZZZZZZ.jpg,"In 1872 Phileas Fogg wins a bet by traveling around the world in
seventy-nine days, twenty-three hours, and fifty-seven minutes.",en,['Adventure and adventurers']
0517141558,0,The Adventures of Tom Sawyer (Derrydale Children's Library),Mark Twain,1995.0,Gramercy Books,http://images.amazon.com/images/P/0517141558.01.LZZZZZZZ.jpg,"The adventures of a mischievous young boy and his friends growing up
in a Mississippi River town in the nineteenth century.",en,['Boys']
0517141701,10,The Beatles (Quote/Unquote),Arthur Davis,1995.0,Crescent Books,http://images.amazon.com/images/P/0517141701.01.LZZZZZZZ.jpg,"Collects memorable sayings by and about the &quot;Fab Four&quot; and
includes their thoughts on popularity, song writing, touring, and
their solo careers",en,['Music']
0517141949,0,Michelangelo & the Creation of the Sistine Chapel,Robin Richmond,1995.0,Gramercy Books,http://images.amazon.com/images/P/0517141949.01.LZZZZZZZ.jpg,"A comprehensive study of Michaelangelo&#39;s Sistine Chapel creations
describes its recent restoration, features a double gatefold that
illustrates the entire ceiling, and includes a history of the artist
and the chapel.",en,['Art']
0517141957,0,The Gardener's Guide,David Squire,1995.0,Random House Value Publishing,http://images.amazon.com/images/P/0517141957.01.LZZZZZZZ.jpg,"Very basic, highly informative, illustrated guide to 500 types of
garden plants.",en,['Flowers']
0517141965,0,The World of Cats: An Illustrated Guide to Your Best-Loved Breeds,Joan Moore,1995.0,Random House Value Publishing,http://images.amazon.com/images/P/0517141965.01.LZZZZZZZ.jpg,"Terrific guide features ever 40 breeds of domestic cat, from the
classic Tabby to the unusual Turkish Van, with invaluable information
on grooming, anatomy, and care of cats. Full color throughout.",en,['Cats']
0517142090,10,Tale Of Benjamin Bunny,Beatrix Potter,1988.0,Random House Value Publishing,http://images.amazon.com/images/P/0517142090.01.LZZZZZZZ.jpg,"Peter Rabbit&#39;s mischievous cousin Benjamin persuades him to return
to the dangers of Mr. McGgegor&#39;s garden to retrieve his clothes,
but the two rabbits have to be rescued from the clutches of the cat.",en,['Animals']
0517142392,0,Practical Art of Aromatherapy: Create Your Own Personalized Beauty Treatments and Natural Remedies,Deborah Nixon,1996.0,Random House Value Publishing,http://images.amazon.com/images/P/0517142392.01.LZZZZZZZ.jpg,"A perfect guide with more than 50 recipes for using essential oils,
perfumes, and aromabaths to ease stress, soothe the mind and promote
deep relaxation.",en,['Aromatherapy']
0517142562,0,Tales of Wisdom: One Hundred Modern Parables,Howard Schwartz,1996.0,Random House Value Publishing,http://images.amazon.com/images/P/0517142562.01.LZZZZZZZ.jpg,"A collection of parables by such authors as Franz Kafka, Jorge Luis
Borges, Elie Wiesel, Isak Dineson, Bertolt Brecht, Isaac Bashevis
Singer, Italo Calvino, and Gabriel Garci+a7a Ma+a7rquez considers a
wide range of topics.",en,['Parables']
0517142988,0,Love Poems,Random House Value Publishing,1996.0,Gramercy Books,http://images.amazon.com/images/P/0517142988.01.LZZZZZZZ.jpg,"Celebrate that all-encompassing, head-over-heels, anything-for-you
emotion with these beautiful love poems.",en,"['Love poetry, American']"
0517146363,5,Lancelot: The Adventures & Romances,Christine Chaundler,1995.0,Random House Value Publishing,http://images.amazon.com/images/P/0517146363.01.LZZZZZZZ.jpg,"A collection of tales featuring the bravest knight in King
Arthur&#39;s Court.",en,['Literary Criticism']
0517146495,0,Treasury of Fantasy,Tad Williams,1995.0,Random House Value Publishing,http://images.amazon.com/images/P/0517146495.01.LZZZZZZZ.jpg,"Stories and Novels by the Greatest Authors s of this Genre including
Ursula K. Le Guin, Robert E. Howard, H.P. Lovecraft and George
MacDonald.",en,['Fantasy fiction']
0517146622,0,Cooking for One,Nancy Creech,1995.0,Outlet Books Company,http://images.amazon.com/images/P/0517146622.01.LZZZZZZZ.jpg,"Provides more than 180 recipes that encompass healthy, easy-to-fix
meals for individuals, including Stuffed Eggplant, German Potato
Pancakes, and Poached Red Snapper; and accompanying tips explain how
to work with family-sized packaging.",en,['Cooking']
0517146711,9,"Norman Vincent Peale: A New Collection of Three Complete Books : A Guide to Confident Living, Stay Alive All Your Life, the Amazing Results of Positive Thinking",Norman Vincent Peale,1996.0,Wings,http://images.amazon.com/images/P/0517146711.01.LZZZZZZZ.jpg,"From the man who taught Americans to think positive, an inspirational
guide that offers straight-talking, step-by-step systems for turning
self-doubt into self-esteem, obstacles into opportunities and thought
into action.",en,['Religion']
0517146770,10,Trail of Tears,GLORIA JAHODA,1995.0,Wings,http://images.amazon.com/images/P/0517146770.01.LZZZZZZZ.jpg,"Chronicles the forced removal by the U.S. government of all Native
Americans living east of the Mississippi, describing the events that
led to the 1830 removal bill, the suffering of the more than fifty
tribes that were uprooted, and the ...",en,['History']
0517147254,0,The Smithsonian Book of Books,Michael Olmert,1995.0,Outlet Books Company,http://images.amazon.com/images/P/0517147254.01.LZZZZZZZ.jpg,"A history of book making cites examples from as far back as the eighth
century, reveals the stories behind the makings of famous works, and
includes such chapters as The Book Maker&#39;s Craft and Scrolls and
Scribes.",en,['Design']
0517147270,9,The Victorian Cat: A Classic Collection for Cat Lovers,Sted Mays,1995.0,Outlet Books Company,http://images.amazon.com/images/P/0517147270.01.LZZZZZZZ.jpg,"Bringing together some of the most colorful passages of cat-lore
written during Queen Victoria&#39;s reign, a gift book for feline
aficionados includes works by Edgar Allen Poe, Lewis Carroll, Emily
Dickinson, and Edward Lear.",en,['Cats']
0517147483,8,Three Complete Books: The Secret Garden/a Little Princess/Little Lord Fauntleroy,Frances Hodgson Burnett,1995.0,Gramercy,http://images.amazon.com/images/P/0517147483.01.LZZZZZZZ.jpg,"Frances Hodgson Burnett&#39;s reputation as one of the greatest
writers of children&#39;s literature was established with three books
- here, at last, collected in one volume.",en,"[""Children's stories, American.""]"
0517147645,8,"Three Complete Novels: Until Proven Guilty, Injustice for All, Trial by Fury",J. A. Jance,1996.0,Outlet Books Company,http://images.amazon.com/images/P/0517147645.01.LZZZZZZZ.jpg,"A special edition for mystery lovers collects three of J. A.
Jance&#39;s most popular works featuring homicide detective J. P.
Beaumont, including Until Proven Guilty, Injustice for All, and Trial
By Fury.",en,"['Beaumont, J. P. (Fictitious character)']"
0517147734,0,Kathleen: A Yankee Girl at Gettysburg,Alice Turner Curtis,1995.0,Gramercy Books,http://images.amazon.com/images/P/0517147734.01.LZZZZZZZ.jpg,"In the early summer of 1863, eleven-year-old Kathleen Webb finds
herself involved in several memorable adventures in the days leading
up to the decisive Civil War battle at Gettysburg.",en,"['Gettysburg, Battle of, Gettysburg, Pa., 1863']"
0517147793,5,"Charlotte and Emily Bronte: The Complete Novels : Jane Eyre, Wuthering Heights, Shirley, Villette, the Professor (Literary Classics)",Charlotte Bronte,1995.0,Gramercy Books,http://images.amazon.com/images/P/0517147793.01.LZZZZZZZ.jpg,"Romantic novels by the Bronte sisters describe obsessive passions and
young women making their way in the world, often in revolt against
convention.",en,['Fiction']
0517148293,5,Fannie Farmer Baking Book,MARION CUNNINGHAM,1996.0,Gramercy,http://images.amazon.com/images/P/0517148293.01.LZZZZZZZ.jpg,"Presents over eight hundred recipes for pies, cookies, cakes, breads,
and crackers",en,['Cooking']
0517148536,0,Cat Tales: Classic Stories from Favorite Writers,Robin Upward,1996.0,Gramercy Books,http://images.amazon.com/images/P/0517148536.01.LZZZZZZZ.jpg,"A cat lover&#39;s anthology presents a host of favorite feline tales,
including Lewis Carroll&#39;s &quot;The Cheshire Cat,&quot; &quot;The
Long Cat&quot; by Colette, &quot;Puss in Boots&quot; by Charles
Perrault, and Anton Chekov&#39;s &quot;Who Is to Blame?&quot;--all
accompanied by full ...",en,['Pets']
0517148641,8,Maeve Binchy: Three Complete Books/the Lilac Bus/Firefly Summer/Silver Wedding,Maeve Binchy,1995.0,Wings,http://images.amazon.com/images/P/0517148641.01.LZZZZZZZ.jpg,"Three of Maeve Binchy&#39;s most popular works celebrate Ireland and
its people with The Lilac Bus, Firefly Summer, and Silver Wedding.",en,['Fiction']
051714882X,8,"F. Scott Fitzgerald: This Side of Paradise, Flappers and Philosophers (Gramercy Modern Classics)",F. Scott Fitzgerald,1996.0,Gramercy Books,http://images.amazon.com/images/P/051714882X.01.LZZZZZZZ.jpg,"This Side of Paradise is the great novel of moral education and sexual
awakening. Flappers and Philosophers is the acclaimed collection of
eight stories that include &quot;Bernice Bobs Her Hair.&quot;",en,['Fiction']
0517149249,0,"Three Complete Western Love Stories: First Love, Wild Love, Sweet Savage Heart, Midnight Secrets",Janelle Taylor,1996.0,Outlet Books Company,http://images.amazon.com/images/P/0517149249.01.LZZZZZZZ.jpg,"Three romances set in the Old West by a best-selling novelist include
First Love, Wild Love; Sweet Savage Heart; and Midnight Secrets.",en,['Frontier and pioneer life']
0517149257,10,The Ultimate Hitchhiker's Guide,Douglas Adams,1996.0,Random House Value Publishing,http://images.amazon.com/images/P/0517149257.01.LZZZZZZZ.jpg,6 Science fiction-romaner.,en,['Fiction']
0517149397,0,Wacky Wisdom : How to Do Hundreds of Unusual Things,MAURICE BENZIGER,1997.0,Gramercy,http://images.amazon.com/images/P/0517149397.01.LZZZZZZZ.jpg,"An outrageous How-To book jam-packed with various sorts of esoteric
and unusual information, from food preparation tips to mathematical
solutions to how to feed and hold animals and fish, is highlighted by
black-and-white drawings that add ...",en,['Technology & Engineering']
0517149591,10,"Three Complete Novels: Sisterhood, Side Effects, Flashback",Michael Palmer,1996.0,Wings,http://images.amazon.com/images/P/0517149591.01.LZZZZZZZ.jpg,"Michael Palmer, a skilled physician and veteran of big city emergency
rooms, burst on the literary scene with The Sisterhood, a riveting
medical thriller that instantly climbed the New York Times bestseller
list.",en,['Fiction']
0517149818,5,"Pearl S. Buck, the Story Bible",Pearl S. Buck,1997.0,Random House,http://images.amazon.com/images/P/0517149818.01.LZZZZZZZ.jpg,"The acclaimed author of The Good Earth has taken every story from the
Old Testament and the New Testament and retold them in the language
that modern readers will understand and enjoy.",en,['Religion']
0517150190,7,"John Le Carre: A New Collection of Three Complete Novels : A Perfect Spy, the Russia House, the Secret Pilgrim",John Le Carre,1996.0,Wings,http://images.amazon.com/images/P/0517150190.01.LZZZZZZZ.jpg,"Three more great ones from this incomparable international bestseller
who is regarded by many as the father of the spy novel.",en,['Art']
0517150263,9,Webster's Encyclopedic Unabridged Dictionary of the English Language,Random House Value Publishing,1996.0,Gramercy Books,http://images.amazon.com/images/P/0517150263.01.LZZZZZZZ.jpg,"Reference information accompanies more than three hundred thousand
word entries",en,['Reference']
0517150328,0,The History of Magic and the Occult,Kurt Seligmann,1997.0,Gramercy Books,http://images.amazon.com/images/P/0517150328.01.LZZZZZZZ.jpg,"Encompassing more than five thousand years of world history, the major
civilizations, and every subject related to magic and the occult, this
classic primer explores every aspect of magic and the occult, from
Alchemy to Zoroaster.",en,"['Body, Mind & Spirit']"
0517150387,5,"Three Great Novels of World War II the Pacific: Tales of the South Pacific, Mister Roberts, Cry, Battle",Marc Jaffe,1996.0,Gramercy Books,http://images.amazon.com/images/P/0517150387.01.LZZZZZZZ.jpg,"A trio of classic bestselling novels that unforgettably capture the
experience of American fighting men in World War II -- and have
captured the hearts and minds of generations of readers.",en,['American fiction']
0517150514,10,The Cat Lover's Book of Fascinating Facts: A Felicitous Look at Felines,Ed Lucaire,1997.0,Gramercy Books,http://images.amazon.com/images/P/0517150514.01.LZZZZZZZ.jpg,"Facts and bits of feline trivia provide information on cat owners and
their pets, famous cats, superstitions and myths, feline behavior and
history, and other curiosities",en,['Technology & Engineering']
0517159309,5,The Tarot & You: A Simple Guide to Using the Cards for Self-Discovery and Prophecy,Lindel Barker Revell,1996.0,Gramercy Books,http://images.amazon.com/images/P/0517159309.01.LZZZZZZZ.jpg,"A boxed set ot beautiful illustrated book and cards that presents the
ancient wisdom of the Tarot.",en,['Self-actualization (Psychology)']
0517159635,8,The Civil Rights Movement: An Illustrated History,Brenda Wilkinson,1996.0,Random House Value Publishing,http://images.amazon.com/images/P/0517159635.01.LZZZZZZZ.jpg,"Chronicles the struggle for civil rights for Blacks in America, from
the earliest arrivals from Africa to the anti-segregation struggles of
the 1950s and 1960s",en,['African Americans']
0517160641,0,Paul Cezanne (Treasures of Art),Trewin Copplestone,1998.0,Gramercy Books,http://images.amazon.com/images/P/0517160641.01.LZZZZZZZ.jpg,"PAUL CÉZANNE (1839-1906) is an important figure in the progress of
modern European painting.",en,['Art']
0517160684,7,Sinatra: Ol' Blue Eyes Remembered,David Hanna,1998.0,Random House Value Pub,http://images.amazon.com/images/P/0517160684.01.LZZZZZZZ.jpg,"Peers and admirers of the singer and actor offer their reflections on
his personal life and career",en,['Entertainers']
051716096X,10,The Good Luck Book,Bill Harris,1999.0,Rh Val Pub,http://images.amazon.com/images/P/051716096X.01.LZZZZZZZ.jpg,"An alphabetical listing of charms and symbols that provide good luck
includes a discussion on the history of such symbols and the
superstitions surrounding bad luck, detailing such talismans as
crystals, jewelry, scents and aromatic oils, ...",en,"['Body, Mind & Spirit']"
0517161001,10,Robert Burns: The Scottish Bard (Illustrated Poetry Series),Robert Burns,1999.0,Random House Value Pub,http://images.amazon.com/images/P/0517161001.01.LZZZZZZZ.jpg,"Collects selected works of the Scottish poet, and includes a
biographical introduction",en,['Poetry']
0517161095,10,Wordsworth: The Eternal Romantic (Illustrated Poetry Series),William Wordsworth,1999.0,Random House Value Pub,http://images.amazon.com/images/P/0517161095.01.LZZZZZZZ.jpg,"Collects forty-six poems and extracts of poems by William Wordsworth,
with a biographical introduction and a chronology",en,['Poetry']
0517161362,0,Webster's Spanish-English/English-Spanish Dictionary,Lorenz,1999.0,Gramercy,http://images.amazon.com/images/P/0517161362.01.LZZZZZZZ.jpg,"Provides thousands of entries in both Spanish and English and includes
a guide to Spanish grammar",en,['Reference']
0517161834,0,Lovers Are Special,LUCY MEAD,2000.0,Gramercy,http://images.amazon.com/images/P/0517161834.01.LZZZZZZZ.jpg,"This wonderful book is filled with humorous, inspiring, and
heartwarming poems, quotes, and anecdotes from the famous as well as
the unknown who all have something to say about love and lovers.",en,['Love']
0517161931,0,Joys of Italian Humor,Henry D. Spalding,2000.0,Gramercy Books,http://images.amazon.com/images/P/0517161931.01.LZZZZZZZ.jpg,"An anthology of Italian jokes are categorized by such subjects as the
&quot;Wisdom of Ancient Rome,&quot; &quot;Buon Appetito,&quot; and
&quot;Mangled Matrimony.&quot;",en,['Humor']
0517162008,10,No Naughty Cats,Debra Pirotin,2000.0,Random House Value Pub,http://images.amazon.com/images/P/0517162008.01.LZZZZZZZ.jpg,"Dr. Pirotin&#39;s easy-to-follow approach to handling even the most
stubborn cat will help develop companionable and agreeable habits that
can lead to a healthier, more loving companion: ¸ Teach your cat to
come when you call ¸ Make sure your ...",en,['Pets']
0517162040,7,The World of Primates,Patricia Hook,2000.0,Random House Value Pub,http://images.amazon.com/images/P/0517162040.01.LZZZZZZZ.jpg,Illustrated guide to primates.,en,['Nature']
0517162059,6,Strange but True: A Collection of True Stories from the Files of Fate Magazine,Craig Miller,2000.0,Gramercy Books,http://images.amazon.com/images/P/0517162059.01.LZZZZZZZ.jpg,"From the files of Fate magazine comes this collection of amazing
first-person accounts of paranormal people, miraculous healings, time
travel, out-of-body experiences, ghost sightings, and other psychic
phenomena that are all strange-but ...",en,"['Body, Mind & Spirit']"
0517162067,10,The Vampire Encyclopedia,MATTHEW BUNSON,2000.0,Gramercy,http://images.amazon.com/images/P/0517162067.01.LZZZZZZZ.jpg,"A reference source on vampires, with over 2,000 entries. This single-
volume covers vampires in art, literature, film and television.",en,"['Body, Mind & Spirit']"
051716213X,10,Pennsylvania Dutch Cooking : A Mennonite Community Cookbook,MARY E. SHOWALTER,2000.0,Americana Souvenirs & Gifts,http://images.amazon.com/images/P/051716213X.01.LZZZZZZZ.jpg,"Over 1,100 mouth-watering recipes are in this fabulous collection of
favorites contributed by Mennonite families from all over the United
States and Canada.",en,['Cooking']
0517162210,0,Big Kitchen Instruction Book,Rosemary Carleton Brown,2000.0,Gramercy Books,http://images.amazon.com/images/P/0517162210.01.LZZZZZZZ.jpg,"The wife of H. Jackson Brown, author of the bestselling Life&#39;s
Little Instruction Book, uncomplicates the busiest room in the house
with ideas for streamlining and organizing the kitchen, getting the
most out of major appliances, saving ...",en,['Cooking']
051716227X,0,Who Am I?: Test Your Biography IQ,Kurt Rieschick,2001.0,Random House Value Publishing,http://images.amazon.com/images/P/051716227X.01.LZZZZZZZ.jpg,Test your biography I.Q.,en,['Biography & Autobiography']
0517162598,8,What Do You Know?,JAIME O'NEILL,2000.0,Gramercy,http://images.amazon.com/images/P/0517162598.01.LZZZZZZZ.jpg,"A treasury of trivia tests on every subject imaginable, covering
people, places, and events on everything from art to rock and roll-
even crooks and con artists, TV shows, advertising jingles.",en,['Games & Activities']
0517162601,10,Sisters Are Special,LUCY MEAD,2001.0,Gramercy,http://images.amazon.com/images/P/0517162601.01.LZZZZZZZ.jpg,"SISTERS ARE SPECIAL is a loving tribute to those who play a unique
role in our lives. Filled with anecdotes, poems, and quotes from the
famous to the unknown, this book is a perfect gift for these very
special people.",en,['Family & Relationships']
0517162725,9,Anthology of Best-Loved Poems,Andrew Lang,2001.0,Gramercy Books,http://images.amazon.com/images/P/0517162725.01.LZZZZZZZ.jpg,"A collection of favorite poems by such writers as Elizabeth Barrett
Browning, William Shakespeare, Edgar Allan Poe, and Robert Burns.",en,['Poetry']
0517162768,10,Mary Higgins Clark Omnibus : Let Me Call You Sweetheart; I'll Be Seeing You; Remember Me,MARY HIGGINS CLARK,2001.0,Wings,http://images.amazon.com/images/P/0517162768.01.LZZZZZZZ.jpg,Contains three complete novels from the bestselling mystery writer.,en,['Fiction']
0517162776,0,Clive Cussler: Two Novels : Flood Tide; Cyclops,CLIVE CUSSLER,2001.0,Wings,http://images.amazon.com/images/P/0517162776.01.LZZZZZZZ.jpg,"Dirk Pitt matches wits with Qin Shang, who has a nefarious plan to
divert the Mississippi River; then, Pitt finds himself drawn into a
conspiracy surrounding a secret moon base called the Jersey Colony,
constructed by a pact between the ...",en,['Fiction']
0517162873,0,Civil War Schemes and Plots,Webb Garrison,2001.0,Random House Value Publishing,http://images.amazon.com/images/P/0517162873.01.LZZZZZZZ.jpg,"Acclaimed author of many Civil War books, Webb Garrison here tackles
30 sensational plans, hoaxes, raids, and conspiracies, accompanied by
black and white photos and line art.",en,['History']
0517163020,0,Complete Works Of William Shakespeare,Outlet,1980.0,Random House Value Publishing,http://images.amazon.com/images/P/0517163020.01.LZZZZZZZ.jpg,"Definitive, comprehensive, and handsome edition presents every one of
Shakespeare&#39;s great plays-the Comedies, Tragedies and Histories-
plus his poems and, of course, the Sonnets.",en,['Drama inglés']
0517163101,8,The Change-Your-Life Quote Book,Allen Klein,2000.0,Gramercy,http://images.amazon.com/images/P/0517163101.01.LZZZZZZZ.jpg,"&quot; -Confucius • &quot;Don&#39;t wait for your ship to come in,
swim out to it.&quot; -Anonymous • &quot;I will love the light for it
shows me the way. Yet I will endure the darkness for it shows me the
stars.&quot; -OG Mandino",en,['Religion']
0517163128,8,Friends Are Special,LUCY MEAD,2001.0,Gramercy,http://images.amazon.com/images/P/0517163128.01.LZZZZZZZ.jpg,"Throughout history, must has been written and said about friends and
friendship—and collected here are a variety of comments and quotes
from the well-known to the ordinary about the wonder of friendship.",en,['Family & Relationships']
0517163187,0,The Vegetarian Kitchen,Susan Gardener,2001.0,Gramercy Books,http://images.amazon.com/images/P/0517163187.01.LZZZZZZZ.jpg,A collection of vegetarian recipes.,en,['Cooking']
0517163942,10,500 Nations : An Illustrated History of North American Indians,ALVIN M. JOSEPHY,2002.0,Gramercy,http://images.amazon.com/images/P/0517163942.01.LZZZZZZZ.jpg,"A book that grew from an eight-hour TV series, this is the epic and
unforgettable story of the history, lore, legends, and legacy of North
American Indians.",en,['History']
0517163977,0,An Illustrated Guide to Angel Therapy,DENISE WHICHELLO BROWN,2001.0,Gramercy,http://images.amazon.com/images/P/0517163977.01.LZZZZZZZ.jpg,"Beautifully illustrated in four color, this is a fascinating guide to
the various angels and what aspect of our lives each is particularly
concerned with so that the reader can be in tune with her spiritual
self and discover new ways to ...",en,"['Body, Mind & Spirit']"
0517163985,6,An Illustrated Guide to the Tarot,Jonathan Dee,2001.0,Gramercy Books,http://images.amazon.com/images/P/0517163985.01.LZZZZZZZ.jpg,"With beautiful four color throughout, this is a highly informative
look at one of the oldest and most popular forms of future-casting.",en,"['Body, Mind & Spirit']"
0517164027,10,The Herbal Medicine Chest,SUJATA BRISTOW,2002.0,Gramercy,http://images.amazon.com/images/P/0517164027.01.LZZZZZZZ.jpg,"This clear guide discusses how herbs can be a part of health
maintenance as medicines and nutrients, and how they have been helping
people overcome physical and emotional aches and pains for centuries.",en,['Health & Fitness']
0517164078,3,The Book of Angels,CAROLYN TRICKEY-BAPTY,2001.0,Testament,http://images.amazon.com/images/P/0517164078.01.LZZZZZZZ.jpg,"A variety of questions and information on angels and what they mean,
covering everything fro the history of angels to modern people who
believe in them; their names and meanings; even fallen angels.",en,['Religion']
0517168693,0,Tales From Shakespeare (Barre),Charles Lamb,1988.0,Gramercy,http://images.amazon.com/images/P/0517168693.01.LZZZZZZZ.jpg,Shakespeare&#39;s fourteen comedies and six tragedies retold in prose.,en,"[""Children's stories, English""]"
0517171988,8,Aesop's Fables,Aesop,1992.0,Gramercy,http://images.amazon.com/images/P/0517171988.01.LZZZZZZZ.jpg,More than 280 of the fables.,en,['Juvenile Nonfiction']
051717250X,0,Creative Cooking Course,Charlotte Turgeon,1983.0,Random House Value Publishing,http://images.amazon.com/images/P/051717250X.01.LZZZZZZZ.jpg,"Recipes combine with basic information and step-by-step instruction in
techniques to provide a detailed course in the art of traditional and
creative cooking",en,['Cookbooks']
